player_name,Position,xg,shots,shots_on_target,goals_Other_Position
P. McDonald,"LDMF, RCMF",0.0,1,0,0
P. McDonald,RCMF,0.02,1,0,0
P. Naef,CF,0.77,4,1,1
P. Naef,"CF, RAMF, RDMF",0.01,1,0,0
P. Naef,RAMF,0.27,2,1,0
P. Naef,"RCMF3, RW",0.04,1,0,0
P. Naef,RWF,0.14,4,2,0
P. O'Toole,"RAMF, RW",0.18,1,1,1
P. Reisz,"AMF, LDMF",0.26,1,0,0
P. Reisz,CF,1.04,10,4,1
P. Reisz,LCMF,0.09,2,1,0
P. Reisz,LCMF3,0.08,1,0,0
P. Reisz,LDMF,0.13,3,0,0
P. Reisz,RDMF,0.14,3,1,0
P. Son,CF,0.62,6,3,1
P. Son,"CF, LWF",0.02,1,1,0
P. Son,LAMF,0.61,5,3,0
P. Son,"LAMF, RAMF",0.19,1,1,0
P. Son,"LCMF, LW",0.01,1,0,0
P. Son,"LCMF3, CF",0.08,2,0,0
P. Son,"RAMF, RWF",0.02,1,0,0
P. Son,"RCMF3, RWF",0.0,1,0,0
Q. Rogers,"AMF, LCMF, RCMF",0.28,2,0,0
Q. Rogers,DMF,0.43,18,3,1
Q. Rogers,"DMF, LCB, RCMF",0.02,1,0,0
Q. Rogers,"DMF, LCMF",0.02,2,0,0
Q. Rogers,"DMF, LCMF, RCMF",0.15,2,2,0
Q. Rogers,"DMF, LDMF, RDMF",0.21000000000000002,4,1,0
Q. Rogers,"DMF, RB, RCB3, RCMF",0.03,3,0,0
Q. Rogers,"DMF, RCMF",0.04,2,0,0
Q. Rogers,LCMF,0.01,1,0,0
Q. Rogers,"LCMF, RB",0.02,1,0,0
Q. Rogers,"LCMF, RCMF",1.69,7,3,2
Q. Rogers,LDMF,0.05,2,0,0
Q. Rogers,"LDMF, RDMF",0.03,1,1,0
Q. Rogers,RCMF,0.39,8,2,0
Q. Rogers,"RCMF, RDMF",0.76,1,1,1
R. Aman,AMF,0.27,2,0,0
R. Aman,"AMF, LAMF",0.99,8,4,1
R. Aman,"AMF, LW",0.11,2,0,0
R. Aman,CF,1.65,9,5,1
R. Aman,"CF, RW",0.28,4,1,0
R. Aman,LAMF,1.03,9,1,0
R. Aman,"LAMF, LW",0.38,5,1,1
R. Aman,"LAMF, LW, CF",1.09,5,3,0
R. Aman,"LAMF, LW, RAMF",0.06,1,0,0
R. Aman,"LAMF, RAMF",0.2,1,1,0
R. Aman,"RAMF, RW",0.11,1,1,0
R. Burlew,"AMF, LCMF3, CF",0.35,4,1,0
R. Burlew,"AMF, LDMF, LW, RAMF",0.12,3,2,0
R. Burlew,"AMF, RCMF, RDMF",0.41,3,0,0
R. Burlew,"AMF, RWB",0.08,2,0,0
R. Burlew,"DMF, LB",0.0,1,0,0
R. Burlew,"DMF, RB, RW",0.43,5,0,0
R. Burlew,"LB, RDMF",0.15,2,1,0
R. Burlew,"LCMF, RB, RCMF",0.11,1,1,0
R. Burlew,"LCMF3, RCMF, RDMF",0.16,2,0,0
R. Burlew,"LDMF, RDMF",0.56,3,1,0
R. Burlew,"LWB, RB, RCMF3",0.11,1,0,0
R. Burlew,"RB, RDMF",0.06,1,0,0
R. Burlew,RCMF,0.65,3,3,2
R. Eisa,CF,0.9299999999999999,7,1,1
R. Eisa,"LB, CF",0.54,3,3,0
R. Gourdie,AMF,0.35,3,1,0
R. Gourdie,"AMF, LAMF, LDMF",0.04,3,1,0
R. Gourdie,"AMF, LCMF, LWB, RCMF",0.1,1,1,0
R. Gourdie,"AMF, LWB",0.04,2,1,0
R. Gourdie,"AMF, LWB, RWB",0.18,3,1,0
R. Gourdie,"AMF, RAMF",0.07,2,0,0
R. Gourdie,"AMF, RWB",0.11,1,1,0
R. Gourdie,CF,0.15,4,1,0
R. Gourdie,"LAMF, LCMF3",0.07,2,1,1
R. Gourdie,"LAMF, LDMF",0.04,3,0,0
R. Gourdie,"LAMF, RAMF",0.43000000000000005,4,1,1
R. Gourdie,"LCMF, LW",0.01,1,0,0
R. Gourdie,LCMF3,0.0,1,0,0
R. Gourdie,"LCMF3, LW, RB",0.18,3,0,0
R. Gourdie,"LCMF3, LWB",0.07,1,1,0
R. Gourdie,"LCMF3, LWF",0.03,1,1,0
R. Gourdie,"LCMF3, RB",0.13,3,0,0
R. Gourdie,LDMF,0.0,1,0,0
R. Gourdie,"LDMF, RDMF",0.1,1,0,0
R. Gourdie,"LW, RCMF3",0.09,5,2,0
R. Gourdie,RCMF,0.15,4,1,0
R. Gourdie,"RW, CF",0.09,2,0,0
R. Ludwig,AMF,0.09,1,0,0
R. Ludwig,"CF, RW",0.42,4,2,1
R. Ludwig,"LAMF, RAMF",0.23,5,1,1
R. Ludwig,"LAMF, RAMF, RW",0.05,1,0,0
R. Ludwig,RAMF,0.68,6,1,0
R. Ludwig,"RAMF, RW",0.78,2,0,0
R. Ludwig,"RW, CF",0.19,2,1,0
R. Ludwig,"RW, RWF",0.16,1,0,0
R. Ludwig,RWF,0.32,3,1,0
R. Mayer,"LCB, LCMF",0.02,1,0,0
R. Mayer,LCMF,2.16,12,6,1
R. Mayer,"LCMF, RCMF",0.37,4,0,0
R. Perez,"AMF, LCMF3, RCMF3",0.16,5,0,0
R. Perez,"AMF, RDMF",0.01,1,0,0
R. Perez,DMF,0.0,1,0,0
R. Perez,LCMF,0.06,2,0,0
R. Perez,"LCMF, RCMF",0.0,1,0,0
R. Perez,"LCMF3, RCMF3",0.02,1,1,0
R. Perez,"LCMF3, RCMF3, CF",0.08,4,1,0
R. Perez,RCMF,0.6900000000000001,3,1,0
R. Perez,"RCMF, RCMF3",0.23,3,1,1
R. Perez,RCMF3,0.1,6,1,0
S. Bettenhausen,DMF,0.01,2,0,0
S. Bettenhausen,"DMF, LCMF, LCMF3, RCMF",0.07,1,1,0
S. Bettenhausen,"DMF, LCMF, LDMF",0.02,1,0,0
S. Bettenhausen,"DMF, LDMF, RCMF",0.03,1,0,0
S. Bettenhausen,"DMF, RCMF3",0.02,1,0,0
S. Bettenhausen,LCMF,0.05,2,0,0
S. Bettenhausen,"LCMF, RCMF",0.02,2,0,0
S. Bettenhausen,"LCMF, RW",0.21000000000000002,2,2,0
S. Bettenhausen,"LCMF3, LDMF, RCMF",0.05,1,0,0
S. Bettenhausen,"LCMF3, RCMF",0.02,1,0,0
S. Bettenhausen,RCMF,0.25,5,3,0
S. Bettenhausen,"RCMF, CF",0.14,1,1,0
S. Bettenhausen,"RCMF, RW",0.04,1,1,1
S. Bettenhausen,RCMF3,0.03,2,1,0
S. Bettenhausen,RDMF,0.02,2,0,0
S. Godden,"LAMF, LB",0.09,1,1,0
S. Godden,"LB, LCMF3",0.0,1,0,0
S. Hauksson,"AMF, RAMF",0.49,3,2,1
S. Hauksson,"CF, LWF, RWF",0.01,1,0,0
S. Hauksson,LAMF,0.31,2,0,0
S. Hauksson,"LAMF, LWF",0.0,1,0,0
S. Hauksson,LCMF3,0.37,3,1,1
S. Hauksson,LWF,0.97,5,3,1
S. Hauksson,"LWF, RWF",0.28,1,0,0
S. Hauksson,RCMF,0.07,1,0,0
S. Kerrigan,CF,0.9500000000000001,4,1,1
S. Kerrigan,LAMF,0.19,6,2,0
S. Kerrigan,"LAMF, LW, CF",0.16,4,2,0
S. Kerrigan,"LAMF, RAMF",0.76,9,4,0
S. Kerrigan,"LCMF, LW",0.01,1,0,0
S. Kerrigan,"LW, CF",0.76,1,1,1
S. Kerrigan,LWF,0.19,2,2,1
S. Kerrigan,"LWF, RWB",0.23,2,2,2
S. Kerrigan,"RAMF, CF",0.97,2,1,1
S. Kerrigan,RWF,0.32,4,1,0
S. Koza,"LAMF, LB, LB5",0.01,1,1,0
S. Magnusson,"CF, LCB, RCB",0.29,2,1,0
S. Masereka,CF,0.6900000000000001,7,2,1
S. Masereka,"CF, LW, RW",0.56,4,1,1
S. Masereka,"CF, RAMF",0.08,1,0,0
S. Masereka,"CF, RCMF, RW",0.23,1,0,0
S. Masereka,LAMF,0.1,1,0,0
S. Masereka,"LAMF, RAMF, RW",0.2,1,1,0
S. Masereka,"LCMF, RCMF, RW",0.01,1,0,0
S. Masereka,RAMF,0.28,3,1,1
S. Masereka,"RAMF, RW",0.0,1,0,0
S. Masereka,"RW, CF",0.07,1,1,0
S. Nixon,"RB, RWF",0.17,1,0,0
S. Nixon,RWF,0.23,1,0,0
S. Rincón,RAMF,0.55,1,1,1
S. Sarver,AMF,0.04,1,1,0
S. Sarver,"AMF, CF",0.64,6,3,1
S. Sarver,CF,10.29,66,27,12
S. Sarver,"CF, LW",1.18,6,3,2
S. Sarver,"CF, RAMF",0.44,4,0,0
S. Sarver,"CF, RW",0.30000000000000004,5,2,2
S. Sarver,"LW, CF",0.6799999999999999,8,2,1
S. Sarver,"LW, RW, CF",0.71,10,2,0
S. Sarver,LWF,0.11,4,1,1
S. Sarver,RAMF,0.17,3,1,0
S. Sarver,"RAMF, CF",0.24,2,1,0
S. Sarver,"RAMF, RW",0.51,6,2,0
S. Sarver,RCMF3,0.25,3,2,0
S. Sarver,"RW, CF",0.52,6,3,1
S. Scott,"CF, LAMF",0.25,2,1,1
S. Sent,AMF,0.52,1,1,1
S. Sent,CF,0.92,4,2,1
S. Sent,LCMF,0.02,1,0,0
S. Sent,"LCMF, RCMF",0.22,4,0,0
S. Sent,"LCMF, RCMF, RDMF",0.0,1,0,0
S. Sent,LDMF,0.06,3,1,0
S. Sent,"LDMF, RDMF",0.08,2,0,0
S. Sent,RCMF,0.06,1,1,0
S. Soga,AMF,0.03,1,0,0
S. Soga,"AMF, LDMF",0.25,2,1,0
S. Soga,"AMF, RDMF",0.0,1,0,0
S. Soga,CF,0.36,3,0,0
S. Soga,"DMF, RCMF3",0.76,6,1,0
S. Soga,LCMF3,0.11,1,1,0
S. Stewart,"RCMF, RW",0.34,2,1,0
S. Vainstein,DMF,0.15,1,0,0
T. Angelone,"RAMF, RWB",0.01,1,0,0
T. Creech,CF,4.91,30,12,2
T. Creech,"RWF, CF",1.28,5,3,1
T. Dewing,CF,20.26,89,36,20
T. Dewing,"CF, LW",0.01,1,0,0
T. Dewing,"LAMF, CF",0.53,3,0,0
T. Dewing,"LCMF3, CF",0.09,1,0,0
T. Fleming,"AMF, LCMF, RCMF",0.04,1,0,0
T. Fleming,CF,0.2,1,0,0
T. Fleming,LCMF,0.0,1,0,0
T. Fleming,"LCMF, RCMF",0.46,9,1,1
T. Fleming,"LCMF, RCMF, RDMF",0.41,2,0,0
T. Fleming,"LDMF, RCMF",0.0,1,0,0
T. Fleming,"LDMF, RCMF, RDMF",0.08,2,0,0
T. Fleming,"LDMF, RDMF",0.11,3,0,0
T. Fleming,RCMF,1.25,12,2,1
T. Fleming,RDMF,1.25,6,4,3
T. Gilej,"AMF, DMF, LDMF",0.03,1,0,0
T. Gilej,"DMF, LCMF, RCB3",0.19,1,1,0
T. Gilej,"DMF, LCMF, RCMF",0.1,2,0,0
T. Gilej,"DMF, RCMF",0.47,3,1,0
T. Gilej,LCMF,0.46,6,2,1
T. Gilej,"LCMF, LW, RCMF",0.02,1,0,0
T. Gilej,"LCMF, RCMF",1.15,12,1,0
T. Gilej,LDMF,0.68,7,3,0
T. Gilej,"LDMF, RCB",0.16,2,0,0
T. Gilej,"LDMF, RDMF",0.07,1,1,0
T. Gilej,"RCB, RCMF",0.04,1,1,0
T. Gilej,RCMF,0.52,9,5,1
T. Gilej,"RCMF, RDMF",0.55,4,2,0
T. Glassberg,"LB, LWF",0.18,1,1,0
T. Karumanchi,DMF,1.1300000000000001,4,4,0
T. Karumanchi,"DMF, LDMF",0.37,1,1,0
T. Karumanchi,"DMF, RDMF",0.0,1,0,0
T. Karumanchi,"LB, RDMF",0.04,1,0,0
T. Karumanchi,"LCMF, RCMF",0.07,1,1,0
T. Karumanchi,RCMF,0.08,3,0,0
T. Mihalić,AMF,0.16,3,1,0
T. Mihalić,"AMF, CF",0.05,4,1,1
T. Mihalić,"AMF, LAMF",1.34,6,2,1
T. Mihalić,"AMF, LCMF3",0.29,2,1,1
T. Mihalić,"AMF, LW, CF",0.16,5,1,0
T. Mihalić,"AMF, LW, RW",0.12,2,0,0
T. Mihalić,CF,4.84,30,15,8
T. Mihalić,"CF, LAMF",0.18,6,0,0
T. Mihalić,"CF, LCMF",0.03,2,1,0
T. Mihalić,"CF, LCMF3",0.09,1,0,0
T. Mihalić,"CF, LW",1.09,8,4,1
T. Mihalić,"CF, RCMF",0.01,1,0,0
T. Mihalić,"CF, RW",1.09,6,4,1
T. Mihalić,LAMF,0.14,1,1,0
T. Mihalić,"LAMF, LCMF3, RAMF",1.47,8,3,2
T. Mihalić,"LAMF, LW, RW",0.04,2,1,0
T. Mihalić,"LAMF, LWB, RAMF",1.79,5,3,2
T. Mihalić,"LAMF, RAMF",0.77,11,3,0
T. Mihalić,"LAMF, RCMF3",0.23,2,0,0
T. Mihalić,LCMF,0.03,1,0,0
T. Mihalić,"LCMF, LW",0.75,10,1,0
T. Mihalić,LCMF3,0.07,3,1,1
T. Mihalić,"LW, CF",1.34,11,6,1
T. Mihalić,"LW, RCMF",0.13,1,0,0
T. Mihalić,"LW, RW, CF",0.69,4,2,0
T. Mihalić,LWF,0.82,5,2,1
T. Mihalić,"LWF, RCMF, RW",0.01,1,0,0
T. Mihalić,RAMF,0.01,1,0,0
T. Mihalić,"RW, CF",0.08,1,1,0
T. Mihalić,RWF,0.76,2,1,1
T. Raimbault,AMF,0.12,3,2,1
T. Raimbault,"AMF, CF",0.05,1,1,0
T. Raimbault,CF,3.71,29,10,4
T. Raimbault,"CF, LCMF, LW",0.03,1,0,0
T. Raimbault,"CF, LW",0.36,4,3,0
T. Raimbault,"CF, RCMF",0.6000000000000001,4,1,0
T. Raimbault,"CF, RCMF3",0.09,3,0,0
T. Raimbault,"CF, RW",0.26,2,1,0
T. Raimbault,"LW, CF",0.07,1,1,0
T. Raimbault,"RW, CF",0.28,3,0,0
T. Ratoviz,AMF,0.06,1,0,0
T. Ratoviz,CF,0.06,1,1,0
T. Ratoviz,LCMF3,0.09,1,0,0
T. Ratoviz,RCMF,0.25,1,1,1
T. Ratoviz,"RCMF, RCMF3",0.55,1,1,1
T. Ratoviz,RCMF3,0.1,2,0,0
T. Villa,"AMF, RAMF",0.27,4,1,0
T. Villa,LAMF,0.04,1,1,0
T. Villa,"LCMF, RCMF",0.01,1,0,0
T. Villa,LDMF,0.06,1,0,0
T. Villa,RCMF,0.13,5,2,0
U. Zeitz,AMF,0.4,6,1,0
U. Zeitz,"AMF, LCMF",0.72,7,3,0
U. Zeitz,"AMF, LW, RAMF, RCMF",0.49,3,1,0
U. Zeitz,"AMF, RCMF3",0.14,2,0,0
U. Zeitz,CF,0.04,1,1,0
U. Zeitz,LAMF,0.47,1,1,1
U. Zeitz,"LAMF, RAMF",0.44,2,1,1
U. Zeitz,"LB5, LCB3, RCMF3",0.13,1,1,0
U. Zeitz,"LCMF, RCMF",0.52,2,1,0
U. Zeitz,"LCMF3, RAMF, CF",0.3,1,0,0
V. Danielson,"AMF, CF",0.07,1,0,0
V. Danielson,CF,5.12,24,13,6
V. Danielson,"CF, RAMF",0.05,1,0,0
V. Danielson,LAMF,0.18,1,0,0
V. Danielson,"LAMF, RAMF",0.05,1,1,0
V. Kovac,AMF,0.59,3,2,1
V. Kovac,CF,1.0,3,2,1
V. Kovac,LAMF,0.05,1,0,0
V. Kovac,"LAMF, RCMF3",0.09,1,0,0
W. Smith,CF,0.0,1,0,0
Z. Babiak,CF,1.65,9,1,1
Z. Martens,"DMF, RCMF3",0.05,1,1,0
Z. Martens,LCMF,0.05,1,0,0
Z. Martens,RCMF,0.03,1,1,0
Z. Ramsey,AMF,0.05,1,0,0
Z. Ramsey,LAMF,0.53,2,1,1
Z. Ramsey,"LAMF, LW",0.09,1,1,0
Z. Ramsey,"LAMF, RAMF",0.31,1,0,0
