player_name,Position,xg,goal_scored,xG_vs_Goals
T. Raimbault,"AMF, CF",0.05,0,0.05
T. Raimbault,CF,3.71,1,2.71
T. Raimbault,"CF, LCMF, LW",0.03,0,0.03
T. Raimbault,"CF, LW",0.36,0,0.36
T. Raimbault,"CF, RCMF",0.6000000000000001,0,0.6000000000000001
T. Raimbault,"CF, RCMF3",0.09,0,0.09
T. Raimbault,"CF, RW",0.26,0,0.26
T. Raimbault,"LW, CF",0.07,0,0.07
T. Raimbault,"RW, CF",0.28,0,0.28
T. Ratoviz,AMF,0.06,0,0.06
T. Ratoviz,CF,0.06,0,0.06
T. Ratoviz,LCMF3,0.09,0,0.09
T. Ratoviz,RCMF,0.25,1,-0.75
T. Ratoviz,"RCMF, RCMF3",0.55,1,-0.44999999999999996
T. Ratoviz,RCMF3,0.1,0,0.1
T. Villa,"AMF, RAMF",0.27,0,0.27
T. Villa,LAMF,0.04,0,0.04
T. Villa,"LCMF, RCMF",0.01,0,0.01
T. Villa,LDMF,0.06,0,0.06
T. Villa,RCMF,0.13,0,0.13
U. Zeitz,AMF,0.4,0,0.4
U. Zeitz,"AMF, LCMF",0.72,0,0.72
U. Zeitz,"AMF, LW, RAMF, RCMF",0.49,0,0.49
U. Zeitz,"AMF, RCMF3",0.14,0,0.14
U. Zeitz,CF,0.04,0,0.04
U. Zeitz,LAMF,0.47,1,-0.53
U. Zeitz,"LAMF, RAMF",0.44,1,-0.56
U. Zeitz,"LB5, LCB3, RCMF3",0.13,0,0.13
U. Zeitz,"LCMF, RCMF",0.52,0,0.52
U. Zeitz,"LCMF3, RAMF, CF",0.3,0,0.3
V. Danielson,"AMF, CF",0.07,0,0.07
V. Danielson,CF,5.12,1,4.12
V. Danielson,"CF, RAMF",0.05,0,0.05
V. Danielson,LAMF,0.18,0,0.18
V. Danielson,"LAMF, RAMF",0.05,0,0.05
V. Kovac,AMF,0.59,1,-0.41000000000000003
V. Kovac,CF,1.0,1,0.0
V. Kovac,LAMF,0.05,0,0.05
V. Kovac,"LAMF, RCMF3",0.09,0,0.09
W. Smith,CF,0.0,0,0.0
Z. Babiak,CF,1.65,1,0.6499999999999999
Z. Martens,"DMF, RCMF3",0.05,0,0.05
Z. Martens,LCMF,0.05,0,0.05
Z. Martens,RCMF,0.03,0,0.03
Z. Ramsey,AMF,0.05,0,0.05
Z. Ramsey,LAMF,0.53,1,-0.47
Z. Ramsey,"LAMF, LW",0.09,0,0.09
Z. Ramsey,"LAMF, RAMF",0.31,0,0.31
