player_name,team,Position,Wins,Losses,Draws
K. Quist-Therson,Maryland College Park Terrapins,RCMF,2,0,0
K. Quist-Therson,Maryland College Park Terrapins,"RCMF, RDMF",1,0,0
K. Quist-Therson,Maryland College Park Terrapins,RDMF,1,0,4
K. Quist-Therson,Maryland College Park Terrapins,RW,0,0,1
K. Schueneman,Michigan State Spartans,0,6,0,0
K. Schueneman,Michigan State Spartans,CF,1,0,0
K. Schueneman,Michigan State Spartans,"LAMF, RAMF",1,0,0
K. Schueneman,Michigan State Spartans,LCMF3,0,0,1
K. Schueneman,Michigan State Spartans,LWF,1,0,0
K. Schueneman,Michigan State Spartans,RAMF,7,0,0
K. Schueneman,Michigan State Spartans,"RAMF, RDMF",1,0,0
K. Schueneman,Michigan State Spartans,RB,0,0,2
K. Schueneman,Michigan State Spartans,"RB, RW",0,0,2
K. Schueneman,Michigan State Spartans,RW,4,0,3
L. Aviles,Rutgers Scarlet Knights,0,2,0,0
L. Aviles,Rutgers Scarlet Knights,AMF,1,0,0
L. Aviles,Rutgers Scarlet Knights,CF,1,0,0
L. Aviles,Rutgers Scarlet Knights,"CF, LW",1,0,0
L. Aviles,Rutgers Scarlet Knights,RAMF,1,0,0
L. Aviles,Rutgers Scarlet Knights,"RCMF, RW",1,0,0
L. Aviles,Rutgers Scarlet Knights,RWF,0,0,1
L. Bezerra,Indiana Hoosiers,0,4,0,1
L. Bezerra,Indiana Hoosiers,"AMF, CF, LAMF",1,0,0
L. Bezerra,Indiana Hoosiers,CF,8,0,4
L. Bezerra,Indiana Hoosiers,"CF, RW",1,0,0
L. Bezerra,Indiana Hoosiers,"LW, RW",1,0,0
L. Costabile,Maryland College Park Terrapins,"LAMF, LB",3,0,1
L. Costabile,Maryland College Park Terrapins,LB,34,0,12
L. Costabile,Maryland College Park Terrapins,"LB, LB5",1,0,0
L. Costabile,Maryland College Park Terrapins,"LB, LWB",1,0,0
L. Gerhardt,CSUN Matadors,AMF,2,0,1
L. Gerhardt,CSUN Matadors,"DMF, LCMF, RB, RCMF",1,0,0
L. Gerhardt,CSUN Matadors,"DMF, RCMF",2,0,0
L. Gerhardt,CSUN Matadors,"LB, LCMF, RW",0,0,1
L. Gerhardt,CSUN Matadors,"LCMF, RCMF",3,0,1
L. Gerhardt,CSUN Matadors,"LCMF3, RCMF, RCMF3",1,0,0
L. Gerhardt,CSUN Matadors,LDMF,1,0,0
L. Gerhardt,CSUN Matadors,"LDMF, RCMF",0,0,1
L. Gerhardt,CSUN Matadors,"LDMF, RCMF, RDMF",2,0,0
L. Gerhardt,CSUN Matadors,"LDMF, RDMF",2,0,2
L. Gerhardt,CSUN Matadors,LW,1,0,0
L. Gerhardt,CSUN Matadors,RCMF,2,0,1
L. Gerhardt,CSUN Matadors,RDMF,7,0,2
L. Gerhardt,Elon Phoenix,RDMF,1,0,0
L. Gerhardt,Michigan State Spartans,0,1,0,0
L. Gerhardt,Michigan State Spartans,"AMF, DMF",1,0,0
L. Gerhardt,Michigan State Spartans,LCB,2,0,3
L. Gerhardt,Michigan State Spartans,"LCB, LDMF",1,0,0
L. Gerhardt,Michigan State Spartans,LCMF,1,0,1
L. Gerhardt,Michigan State Spartans,LCMF3,1,0,0
L. Gerhardt,Michigan State Spartans,LDMF,2,0,0
L. Gerhardt,Michigan State Spartans,RDMF,1,0,0
L. Jeffus,Indiana Hoosiers,CF,0,0,1
L. Jeffus,Indiana Hoosiers,LCMF3,0,0,1
L. Jeffus,Indiana Hoosiers,RCMF,1,0,1
L. Jeffus,Indiana Hoosiers,RDMF,1,0,0
L. Jeffus,Tulsa Hurricane,0,1,0,0
L. Jeffus,Tulsa Hurricane,"AMF, RCMF3",1,0,0
L. Jeffus,Tulsa Hurricane,"DMF, LCMF3, RCMF3",1,0,0
L. Jeffus,Tulsa Hurricane,"LAMF, RAMF",0,1,1
L. Jeffus,Tulsa Hurricane,"LB, LCB",1,0,0
L. Jeffus,Tulsa Hurricane,"LB, LW",0,0,1
L. Jeffus,Tulsa Hurricane,"LB, RB",2,0,0
L. Jeffus,Tulsa Hurricane,"LB, RCB, RCMF",1,0,0
L. Jeffus,Tulsa Hurricane,LCB,2,0,0
L. Jeffus,Tulsa Hurricane,"LCB, RCB",0,0,1
L. Jeffus,Tulsa Hurricane,"LCMF3, RCMF3",6,1,2
L. Jeffus,Tulsa Hurricane,LDMF,1,0,0
L. Jeffus,Tulsa Hurricane,RAMF,9,0,0
L. Jeffus,Tulsa Hurricane,"RAMF, RCB3",1,0,0
L. Jeffus,Tulsa Hurricane,"RAMF, RCMF",1,0,0
L. Jeffus,Tulsa Hurricane,"RAMF, RDMF",2,0,0
L. Jeffus,Tulsa Hurricane,RB,2,0,1
L. Jeffus,Tulsa Hurricane,"RB, RDMF",2,0,0
L. Jeffus,Tulsa Hurricane,"RCB, RCMF3",1,0,0
L. Jeffus,Tulsa Hurricane,RCMF,1,0,0
L. Jeffus,Tulsa Hurricane,RCMF3,16,1,2
L. Jeffus,Tulsa Hurricane,RDMF,1,0,0
L. Koehl,Maryland College Park Terrapins,AMF,1,0,0
L. Koehl,Maryland College Park Terrapins,"AMF, LAMF",1,0,0
L. Koehl,Maryland College Park Terrapins,"AMF, LDMF",2,0,0
L. Koehl,Maryland College Park Terrapins,LCMF,6,0,1
L. Koehl,Maryland College Park Terrapins,"LCMF, LDMF",3,0,0
L. Koehl,Maryland College Park Terrapins,"LCMF, LW",1,0,0
L. Koehl,Maryland College Park Terrapins,"LCMF, RDMF",1,0,0
L. Koehl,Maryland College Park Terrapins,LDMF,3,0,4
L. Koehl,Maryland College Park Terrapins,RCMF,0,0,1
L. Koehl,Maryland College Park Terrapins,RDMF,3,0,0
L. Mack,Maryland College Park Terrapins,GK,12,0,4
L. Pechota,Ohio State Buckeyes,0,0,0,1
L. Pechota,Ohio State Buckeyes,AMF,3,0,0
L. Pechota,Ohio State Buckeyes,"AMF, LCMF, RAMF",0,0,1
L. Pechota,Ohio State Buckeyes,"AMF, LWB, RCMF3",0,0,1
L. Pechota,Ohio State Buckeyes,CF,1,0,0
L. Pechota,Ohio State Buckeyes,"CF, LW",1,0,0
L. Pechota,Ohio State Buckeyes,"LAMF, CF",1,0,0
L. Pechota,Ohio State Buckeyes,"LAMF, LW",1,0,0
L. Pechota,Ohio State Buckeyes,"LAMF, RAMF",1,0,0
L. Pechota,Ohio State Buckeyes,"LAMF, RAMF, RW",0,0,1
L. Pechota,Ohio State Buckeyes,LCMF,3,0,0
L. Pechota,Ohio State Buckeyes,"LCMF, LCMF3, LW",1,0,0
L. Pechota,Ohio State Buckeyes,"LCMF, LW",2,0,0
L. Pechota,Ohio State Buckeyes,"LCMF, RCMF",3,0,1
L. Pechota,Ohio State Buckeyes,"LCMF, RCMF, RW",0,0,1
L. Pechota,Ohio State Buckeyes,LW,7,0,3
L. Pechota,Ohio State Buckeyes,"LW, CF",0,0,1
L. Pechota,Ohio State Buckeyes,"LW, RCMF",1,0,0
L. Pechota,Ohio State Buckeyes,"LW, RW",5,0,4
L. Pechota,Ohio State Buckeyes,"RAMF, RW",1,0,0
L. Pechota,Ohio State Buckeyes,RCMF,1,0,0
L. Pechota,Ohio State Buckeyes,"RCMF, RW",1,0,0
L. Pechota,Ohio State Buckeyes,RW,6,0,1
L. Shreiner,Northwestern Wildcats,0,5,0,0
L. Shreiner,Northwestern Wildcats,CF,1,0,0
L. Shreiner,Northwestern Wildcats,"CF, RW",1,0,0
L. Shreiner,Northwestern Wildcats,"LB, RB, RCB3",1,0,0
L. Shreiner,Northwestern Wildcats,"LCMF3, RB5",1,0,0
L. Shreiner,Northwestern Wildcats,RB,2,0,0
L. Shreiner,Northwestern Wildcats,"RB, RCB",1,0,0
L. Van Heukelum,Maryland College Park Terrapins,0,1,0,0
L. Van Heukelum,Maryland College Park Terrapins,CF,15,0,6
M. Adedokun,Dayton Flyers,AMF,1,0,0
M. Adedokun,Dayton Flyers,"CF, LCMF",0,0,1
M. Adedokun,Dayton Flyers,"CF, LCMF, RCMF",1,0,0
M. Adedokun,Dayton Flyers,"LCMF, RCMF",1,0,0
M. Adedokun,Dayton Flyers,LCMF3,1,0,0
M. Adedokun,Dayton Flyers,LDMF,1,0,0
M. Adedokun,Dayton Flyers,RCMF,2,0,0
M. Adedokun,Dayton Flyers,RCMF3,1,0,1
M. Adedokun,Ohio State Buckeyes,CF,9,0,5
M. Adedokun,Ohio State Buckeyes,"CF, LAMF",1,0,0
M. Adedokun,Ohio State Buckeyes,"CF, LW",2,0,1
M. Adedokun,Ohio State Buckeyes,"CF, LW, RW",1,0,0
M. Adedokun,Ohio State Buckeyes,"CF, LWF",2,0,0
M. Adedokun,Ohio State Buckeyes,"LAMF, LW",0,0,1
M. Adedokun,Ohio State Buckeyes,LW,5,0,0
M. Adedokun,Ohio State Buckeyes,"LW, CF",1,0,1
M. Adedokun,Ohio State Buckeyes,"LW, RW",1,0,0
M. Adedokun,Ohio State Buckeyes,"LW, RW, CF",1,0,0
M. Adedokun,Ohio State Buckeyes,RW,1,0,0
M. Adedokun,University of Dayton  Flyers,AMF,1,0,0
M. Adedokun,University of Dayton  Flyers,"AMF, RCMF",1,0,0
M. Adedokun,University of Dayton  Flyers,"LCMF, LW, RCMF",0,1,0
M. Adedokun,University of Dayton  Flyers,"LCMF, RCMF",2,0,0
M. Adedokun,University of Dayton  Flyers,LCMF3,1,1,0
M. Adedokun,University of Dayton  Flyers,"LDMF, RDMF",0,1,0
M. Adedokun,University of Dayton  Flyers,LW,1,0,0
M. Adedokun,University of Dayton  Flyers,"LW, RW",1,0,0
M. Adedokun,University of Dayton  Flyers,"LWF, RCMF, RCMF3",0,1,0
M. Adedokun,University of Dayton  Flyers,RCMF,2,0,0
M. Adedokun,University of Dayton  Flyers,RDMF,2,0,0
M. Adedokun,University of Dayton  Flyers,RW,0,1,0
M. Borkovic,Ohio State Buckeyes,"AMF, CF",0,0,1
M. Borkovic,Ohio State Buckeyes,CF,21,0,6
M. Borkovic,Ohio State Buckeyes,"CF, LW",0,0,1
M. Borkovic,Ohio State Buckeyes,"CF, RW",2,0,1
M. Borkovic,Ohio State Buckeyes,"LW, CF",1,0,0
M. Borkovic,Ohio State Buckeyes,"LW, RW, CF",0,0,1
M. Borkovic,Ohio State Buckeyes,RAMF,0,0,1
M. Borkovic,Ohio State Buckeyes,RW,2,0,0
M. Borkovic,Ohio State Buckeyes,"RW, CF",2,0,0
M. Cisset,Penn State Nittany Lion,"CB, LCB",1,0,0
M. Cisset,Penn State Nittany Lion,"CB, LCB3",1,0,0
M. Cisset,Penn State Nittany Lion,"CB, RCB",1,0,0
M. Cisset,Penn State Nittany Lion,LCB,16,0,7
M. Cisset,Penn State Nittany Lion,"LCB, LCB3",1,0,0
M. Cisset,Penn State Nittany Lion,"LCB, RCB",1,0,0
M. Cisset,Penn State Nittany Lion,LCB3,2,0,0
M. Daouda,Penn State Nittany Lion,"AMF, DMF, RAMF",0,0,1
M. Daouda,Penn State Nittany Lion,"AMF, RCMF3",1,0,0
M. Daouda,Penn State Nittany Lion,"DMF, LCMF",1,0,0
M. Daouda,Penn State Nittany Lion,LCMF,2,0,0
M. Daouda,Penn State Nittany Lion,"LCMF, RCMF",0,0,1
M. Daouda,Penn State Nittany Lion,RCMF,7,0,0
M. Daouda,Penn State Nittany Lion,RDMF,1,0,0
M. De Jesus,Delaware Blue Hens,LCMF,1,0,0
M. De Jesus,Maryland College Park Terrapins,0,2,0,1
M. De Jesus,Maryland College Park Terrapins,AMF,4,0,1
M. De Jesus,Maryland College Park Terrapins,"AMF, LAMF",1,0,0
M. De Jesus,Maryland College Park Terrapins,"AMF, RCMF",1,0,0
M. De Jesus,Maryland College Park Terrapins,"CF, RCMF",1,0,0
M. De Jesus,Maryland College Park Terrapins,LAMF,2,0,0
M. De Jesus,Maryland College Park Terrapins,"LAMF, RB",1,0,0
M. De Jesus,Maryland College Park Terrapins,"LCMF, RCMF",1,0,0
M. De Jesus,Maryland College Park Terrapins,LDMF,0,0,1
M. De Jesus,Maryland College Park Terrapins,LW,2,0,0
M. De Jesus,Maryland College Park Terrapins,RCMF,3,0,0
M. De Jesus,Maryland College Park Terrapins,"RCMF, RW",0,0,1
M. Devries,Maryland College Park Terrapins,0,3,0,1
M. Devries,Maryland College Park Terrapins,LB,7,0,0
M. Devries,Maryland College Park Terrapins,"LB, RB",0,0,1
M. Devries,Maryland College Park Terrapins,LCB,6,0,1
M. Devries,Maryland College Park Terrapins,LCB3,1,0,0
M. Diop,Akron Zips,0,5,0,0
M. Diop,Akron Zips,CB,1,0,0
M. Diop,Akron Zips,LCB,2,0,0
M. Diop,Akron Zips,RCB,3,0,0
M. Diop,Washington Huskies,0,1,0,0
M. Diop,Washington Huskies,CF,4,0,2
M. Diop,Washington Huskies,RCB,1,0,1
M. Fisher,Michigan Wolverines,"CB, RCB3",1,0,0
M. Fisher,Michigan Wolverines,LB,1,0,0
M. Fisher,Michigan Wolverines,"LB, LCB, RB",0,0,1
M. Fisher,Michigan Wolverines,"LB, RB",2,0,0
M. Fisher,Michigan Wolverines,LCB3,1,0,1
M. Fisher,Michigan Wolverines,RB,6,0,7
M. Fisher,Michigan Wolverines,"RB, RCB3",1,0,1
M. Fisher,Michigan Wolverines,RCB3,7,0,1
M. Henderson,Penn State Nittany Lion,LB,29,0,10
M. Henderson,Penn State Nittany Lion,"LB, LB5",2,0,0
M. Henderson,Penn State Nittany Lion,"LB, LCB",1,0,0
M. Henderson,Penn State Nittany Lion,"LB, LWB",1,0,0
M. Henderson,Penn State Nittany Lion,LB5,1,0,0
M. Henderson,Penn State Nittany Lion,"LCB, LCB3, LWB",1,0,0
M. Henderson,Penn State Nittany Lion,"LCB3, LWB",1,0,0
M. Henderson,Penn State Nittany Lion,LWB,1,0,0
M. Herbert,Wisconsin Badgers,GK,10,0,2
M. Hewes,Penn Quakers,0,4,0,1
M. Hewes,Penn Quakers,AMF,3,1,1
M. Hewes,Penn Quakers,CF,12,1,4
M. Hewes,Penn Quakers,"CF, RW",0,0,1
M. Hewes,Penn Quakers,"LCMF, CF",0,1,0
M. Hewes,Penn Quakers,LW,2,0,0
M. Hewes,Penn Quakers,"LW, CF",1,0,0
M. Hewes,Penn Quakers,"LW, RW",2,1,1
M. Hewes,Penn Quakers,"LW, RW, CF",1,0,0
M. Hewes,Penn Quakers,RCMF,2,0,0
M. Hewes,Penn Quakers,RW,9,0,0
M. Hewes,Penn Quakers,"RW, CF",1,1,0
M. Hewes,Penn State Nittany Lion,AMF,2,0,0
M. Hewes,Penn State Nittany Lion,"AMF, LCMF",1,0,0
M. Hewes,Penn State Nittany Lion,CF,1,0,2
M. Hewes,Penn State Nittany Lion,"CF, LW",1,0,0
M. Hewes,Penn State Nittany Lion,"CF, RW",1,0,0
M. Hewes,Penn State Nittany Lion,LCMF3,1,0,0
M. Hewes,Penn State Nittany Lion,"LCMF3, LW",1,0,0
M. Hewes,Penn State Nittany Lion,LW,1,0,0
M. Hewes,Penn State Nittany Lion,RW,2,0,0
M. Hrvojevic,Wisconsin Badgers,AMF,0,0,1
M. Hrvojevic,Wisconsin Badgers,"AMF, RW",1,0,0
M. Hrvojevic,Wisconsin Badgers,CF,6,0,2
M. Hrvojevic,Wisconsin Badgers,"CF, LCMF, RW",1,0,0
M. Hrvojevic,Wisconsin Badgers,"CF, RWF",1,0,0
M. Hrvojevic,Wisconsin Badgers,LAMF,0,0,1
M. Hrvojevic,Wisconsin Badgers,"LAMF, RAMF",2,0,0
M. Hrvojevic,Wisconsin Badgers,LW,2,0,0
M. Hrvojevic,Wisconsin Badgers,"LW, CF",1,0,0
M. Hrvojevic,Wisconsin Badgers,"LW, RW",2,0,1
M. Hrvojevic,Wisconsin Badgers,"LW, RW, CF",0,0,1
M. Hrvojevic,Wisconsin Badgers,"RAMF, CF",1,0,0
M. Hrvojevic,Wisconsin Badgers,RW,2,0,1
M. Hrvojevic,Wisconsin Badgers,"RW, CF",1,0,0
M. Lejbowicz,Maryland College Park Terrapins,AMF,0,0,1
M. Lejbowicz,Maryland College Park Terrapins,CF,2,0,1
M. Lejbowicz,Maryland College Park Terrapins,"CF, LAMF",1,0,0
M. Lejbowicz,Maryland College Park Terrapins,LW,1,0,0
M. Leon,Michigan Wolverines,0,2,1,0
M. Leon,Michigan Wolverines,AMF,1,0,0
M. Leon,Michigan Wolverines,CF,10,1,4
M. Leon,Michigan Wolverines,"CF, RAMF",0,1,1
M. Leon,Michigan Wolverines,"CF, RAMF, RW",0,0,1
M. Leon,Michigan Wolverines,"CF, RW",1,1,1
M. Leon,Michigan Wolverines,"CF, RWF",0,0,1
M. Leon,Michigan Wolverines,"LCMF3, CF",1,0,0
M. Leon,Michigan Wolverines,"LW, RW",1,0,0
M. Leon,Michigan Wolverines,"RCMF, RW",1,0,0
M. Leon,Michigan Wolverines,RCMF3,0,0,1
M. Leon,Michigan Wolverines,"RCMF3, CF",1,0,0
M. Leon,Michigan Wolverines,RW,4,0,3
M. Leon,Michigan Wolverines,"RW, CF",2,0,0
M. Leon,Michigan Wolverines,"RW, RWF",1,0,0
M. Lynch,Rutgers Scarlet Knights,CF,1,0,0
M. Lynch,Rutgers Scarlet Knights,"CF, LB",1,0,0
M. Lynch,Rutgers Scarlet Knights,"CF, RWB",1,0,0
M. Lynch,Rutgers Scarlet Knights,"CF, RWF",1,0,0
M. Lynch,Rutgers Scarlet Knights,LB,1,0,0
M. Lynch,Rutgers Scarlet Knights,LDMF,1,0,0
M. Lynch,Rutgers Scarlet Knights,"LWB, RWB",0,0,1
M. Lynch,Rutgers Scarlet Knights,RAMF,2,0,0
M. Lynch,Rutgers Scarlet Knights,RB,1,0,0
M. Lynch,Rutgers Scarlet Knights,RW,2,0,1
M. Lynch,Rutgers Scarlet Knights,"RW, RWB",1,0,0
M. Lynch,Rutgers Scarlet Knights,RWB,1,0,0
M. Marshall,Penn State Nittany Lion,0,4,0,0
M. Marshall,Penn State Nittany Lion,"AMF, RAMF",0,0,1
M. Marshall,Penn State Nittany Lion,RAMF,2,0,0
M. Marshall,Penn State Nittany Lion,"RAMF, RW, RWF",0,0,1
M. Marshall,Penn State Nittany Lion,RB,6,0,0
M. Marshall,Penn State Nittany Lion,"RB, RCB3, RWB",1,0,0
M. Marshall,Penn State Nittany Lion,"RB, RW",1,0,1
M. Marshall,Penn State Nittany Lion,RB5,1,0,0
M. Marshall,Penn State Nittany Lion,RCB3,1,0,0
M. Marshall,Penn State Nittany Lion,"RCMF3, RW",1,0,0
M. Marshall,Penn State Nittany Lion,RW,7,0,2
M. Marshall,Penn State Nittany Lion,RWB,1,0,0
M. Marshall,Penn State Nittany Lion,RWF,2,0,0
M. Nesci,Indiana Hoosiers,0,3,0,0
M. Nesci,Indiana Hoosiers,AMF,1,0,1
M. Nesci,Indiana Hoosiers,CF,4,0,3
M. Nesci,Indiana Hoosiers,"CF, RCMF3",0,0,1
M. Nesci,Indiana Hoosiers,"CF, RWF",1,0,0
M. Parker,Michigan Wolverines,0,2,0,0
M. Parker,Michigan Wolverines,DMF,1,0,0
M. Parker,Michigan Wolverines,"DMF, RCMF",2,0,0
M. Parker,Michigan Wolverines,LCMF,0,0,1
M. Parker,Michigan Wolverines,"LCMF, LDMF, RDMF",1,0,0
M. Parker,Michigan Wolverines,LCMF3,1,0,0
M. Parker,Michigan Wolverines,RCB3,1,0,0
M. Parker,Michigan Wolverines,RCMF,4,0,1
M. Parker,Michigan Wolverines,RDMF,1,0,1
M. Ramirez,Northwestern Wildcats,0,2,0,0
M. Ramirez,Northwestern Wildcats,"AMF, LCMF3",1,0,0
M. Ramirez,Northwestern Wildcats,CF,3,0,1
M. Ramirez,Northwestern Wildcats,"LCMF, CF",1,0,0
M. Ramirez,Northwestern Wildcats,LW,2,0,0
M. Ramirez,Northwestern Wildcats,"RCMF3, CF",1,0,0
M. Ramirez,Northwestern Wildcats,"RCMF3, RWF",1,0,0
M. Ramirez,Northwestern Wildcats,RW,2,0,0
M. Riley,Maryland College Park Terrapins,0,4,0,1
M. Riley,Maryland College Park Terrapins,AMF,3,0,1
M. Riley,Maryland College Park Terrapins,"AMF, CF",3,0,0
M. Riley,Maryland College Park Terrapins,"AMF, CF, RW",0,0,1
M. Riley,Maryland College Park Terrapins,"AMF, RAMF",2,0,0
M. Riley,Maryland College Park Terrapins,CF,9,0,5
M. Riley,Maryland College Park Terrapins,LCMF,1,0,0
M. Riley,Maryland College Park Terrapins,RCB,1,0,0
M. Riley,Maryland College Park Terrapins,"RCMF, RW",1,0,0
M. Riley,Maryland College Park Terrapins,RW,1,0,0
M. Rogers,Fordham Rams,"AMF, CF, LAMF",1,0,0
M. Rogers,Fordham Rams,"AMF, LW",1,0,0
M. Rogers,Fordham Rams,"AMF, LW, RCMF",0,0,1
M. Rogers,Fordham Rams,"AMF, RAMF",1,0,0
M. Rogers,Fordham Rams,CF,3,0,0
M. Rogers,Fordham Rams,"CF, LAMF, RAMF",2,0,0
M. Rogers,Fordham Rams,"CF, LW",0,1,0
M. Rogers,Fordham Rams,"CF, LW, RCMF3",1,0,0
M. Rogers,Fordham Rams,"CF, LW, RW",0,0,1
M. Rogers,Fordham Rams,"CF, LWB, RCMF, RW",1,0,0
M. Rogers,Fordham Rams,"CF, RW",2,0,0
M. Rogers,Fordham Rams,LAMF,2,1,0
M. Rogers,Fordham Rams,"LAMF, RAMF",1,0,0
M. Rogers,Fordham Rams,"LAMF, RW",1,0,0
M. Rogers,Fordham Rams,"LCMF, LW",0,1,0
M. Rogers,Fordham Rams,LW,1,0,0
M. Rogers,Fordham Rams,"LW, RW",2,1,1
M. Rogers,Maryland College Park Terrapins,AMF,0,0,2
M. Rogers,Maryland College Park Terrapins,"AMF, CF",1,0,0
M. Rogers,Maryland College Park Terrapins,"AMF, LW",1,0,0
M. Rogers,Maryland College Park Terrapins,"AMF, RAMF",0,0,1
M. Rogers,Maryland College Park Terrapins,CF,2,0,2
M. Rogers,Maryland College Park Terrapins,"CF, LAMF, RAMF",1,0,0
M. Rogers,Maryland College Park Terrapins,"CF, LW, RW",1,0,0
M. Rogers,Maryland College Park Terrapins,"CF, RAMF, RCMF",1,0,0
M. Rogers,Maryland College Park Terrapins,"CF, RW",2,0,0
M. Rogers,Maryland College Park Terrapins,"LCMF, RCMF, RW",1,0,0
M. Rogers,Maryland College Park Terrapins,RAMF,1,0,0
M. Rogers,Maryland College Park Terrapins,"RW, CF",1,0,0
M. Rogers,Yale Bulldogs,AMF,4,0,0
M. Rogers,Yale Bulldogs,"AMF, CF",0,0,1
M. Rogers,Yale Bulldogs,"AMF, LAMF",1,0,0
M. Rogers,Yale Bulldogs,"AMF, LAMF, LB, RAMF",1,0,0
M. Rogers,Yale Bulldogs,"AMF, LAMF, RAMF",1,0,0
M. Rogers,Yale Bulldogs,CF,2,0,0
M. Rogers,Yale Bulldogs,"CF, LAMF, RAMF",1,0,0
M. Rogers,Yale Bulldogs,"CF, LCMF, RW",1,0,0
M. Rogers,Yale Bulldogs,LAMF,1,0,0
M. Rogers,Yale Bulldogs,"LAMF, LCMF3",1,0,0
M. Rogers,Yale Bulldogs,"LAMF, LDMF",0,0,1
M. Rogers,Yale Bulldogs,LCMF,2,0,0
M. Rogers,Yale Bulldogs,"LCMF3, RW",1,0,0
M. Rogers,Yale Bulldogs,"LDMF, RCMF",1,0,0
M. Rogers,Yale Bulldogs,LW,2,0,1
M. Rogers,Yale Bulldogs,"LW, RCMF, RDMF, RW",1,0,0
M. Rogers,Yale Bulldogs,"LW, RW",3,0,2
M. Rogers,Yale Bulldogs,"LW, RW, CF",0,0,1
M. Rogers,Yale Bulldogs,RW,2,0,1
M. Rogers,Yale Bulldogs,"RW, CF",3,0,1
M. Saad,Michigan State Spartans,0,1,0,0
M. Saad,Michigan State Spartans,CF,10,0,4
M. Saad,Michigan State Spartans,LAMF,1,0,0
M. Sherlock,Washington Huskies,DMF,0,0,1
M. Sherlock,Washington Huskies,LCMF,1,0,1
M. Sherlock,Washington Huskies,"LCMF, RCMF",1,0,0
M. Sherlock,Washington Huskies,LW,1,0,0
M. Sherlock,Washington Huskies,RCB,1,0,0
M. Sherlock,Washington Huskies,RCMF,3,0,1
M. Sherlock,Washington Huskies,RDMF,1,0,0
M. Trejo,Ohio State Buckeyes,GK,18,0,7
M. Zachemski,Wisconsin Badgers,AMF,3,0,1
M. Zachemski,Wisconsin Badgers,"AMF, LDMF",1,0,0
M. Zachemski,Wisconsin Badgers,CF,1,0,0
M. Zachemski,Wisconsin Badgers,"DMF, RCMF",1,0,0
M. Zachemski,Wisconsin Badgers,LCMF,2,0,0
M. Zachemski,Wisconsin Badgers,"LCMF, RCMF",1,0,0
M. Zachemski,Wisconsin Badgers,LDMF,0,0,1
M. Zachemski,Wisconsin Badgers,RCMF,1,0,0
N. Cabrera,Rutgers Scarlet Knights,AMF,6,0,2
N. Cabrera,Rutgers Scarlet Knights,"AMF, DMF",1,0,0
N. Cabrera,Rutgers Scarlet Knights,"AMF, LDMF",2,0,1
N. Cabrera,Rutgers Scarlet Knights,"AMF, LDMF, RCMF",1,0,0
N. Cabrera,Rutgers Scarlet Knights,DMF,1,0,2
N. Cabrera,Rutgers Scarlet Knights,"DMF, LCMF",1,0,0
N. Cabrera,Rutgers Scarlet Knights,"DMF, LCMF, RCMF",1,0,0
N. Cabrera,Rutgers Scarlet Knights,"DMF, RB5",1,0,0
N. Cabrera,Rutgers Scarlet Knights,LAMF,1,0,0
N. Cabrera,Rutgers Scarlet Knights,"LAMF, LCMF",1,0,0
N. Cabrera,Rutgers Scarlet Knights,"LB, LCMF",1,0,0
N. Cabrera,Rutgers Scarlet Knights,"LB, LDMF",1,0,0
N. Cabrera,Rutgers Scarlet Knights,"LB, RB",1,0,0
N. Cabrera,Rutgers Scarlet Knights,LCMF,1,0,1
N. Cabrera,Rutgers Scarlet Knights,"LCMF, CF",1,0,0
N. Cabrera,Rutgers Scarlet Knights,"LCMF, RCMF",4,0,2
N. Cabrera,Rutgers Scarlet Knights,LCMF3,1,0,0
N. Cabrera,Rutgers Scarlet Knights,"LCMF3, RB",1,0,0
N. Cabrera,Rutgers Scarlet Knights,LDMF,4,0,1
N. Cabrera,Rutgers Scarlet Knights,"LDMF, RCMF",1,0,0
N. Cabrera,Rutgers Scarlet Knights,"LDMF, RDMF",2,0,0
N. Cabrera,Rutgers Scarlet Knights,RCMF,2,0,0
N. Cabrera,Rutgers Scarlet Knights,RCMF3,1,0,0
N. Cabrera,Rutgers Scarlet Knights,RDMF,1,0,1
N. Cassiday,Michigan Wolverines,0,4,0,1
N. Cassiday,Michigan Wolverines,CF,3,0,1
N. Cassiday,Michigan Wolverines,"CF, LWF",1,0,1
N. Cassiday,Michigan Wolverines,"DMF, RCMF3",1,0,0
N. Cassiday,Michigan Wolverines,"LAMF, RWF",0,0,1
N. Cassiday,Michigan Wolverines,"LB5, RB5",1,0,0
N. Cassiday,Michigan Wolverines,"LCMF3, RB5",1,0,0
N. Cassiday,Michigan Wolverines,"LCMF3, RCMF3",1,0,0
N. Cassiday,Michigan Wolverines,LW,1,0,1
N. Cassiday,Michigan Wolverines,"LW, RW",1,0,1
N. Cassiday,Michigan Wolverines,"LWB, RWB",1,0,0
N. Cassiday,Michigan Wolverines,LWF,0,0,1
N. Cassiday,Michigan Wolverines,"LWF, RWB",1,0,0
N. Cassiday,Michigan Wolverines,"RAMF, RW",1,0,0
N. Cassiday,Michigan Wolverines,RB5,2,0,0
N. Cassiday,Michigan Wolverines,RW,2,0,2
N. Cassiday,Michigan Wolverines,"RW, CF",1,0,0
N. Cassiday,Michigan Wolverines,RWB,4,0,1
N. Cassiday,Michigan Wolverines,RWF,1,0,2
