player_name,team,Position,Wins,Losses,Draws
F. Volmar,Northwestern Wildcats,LB,20,0,4
F. Volmar,Northwestern Wildcats,"LB, LB5",4,0,0
F. Volmar,Northwestern Wildcats,LB5,1,0,0
F. Volmar,Northwestern Wildcats,LWB,1,0,0
G. Elmquist,Michigan Wolverines,CF,3,0,0
G. Elmquist,Michigan Wolverines,"CF, RWF",0,0,1
G. Elmquist,Xavier Musketeers,"AMF, CF",1,0,0
G. Elmquist,Xavier Musketeers,CF,10,1,4
G. Elmquist,Xavier Musketeers,"CF, RWF",1,0,0
G. Fernandez,Washington Huskies,LB,2,0,1
H. Bertos,Washington Huskies,0,2,0,1
H. Bertos,Washington Huskies,LB,2,0,2
H. Bertos,Washington Huskies,"LB, LCB",4,0,3
H. Bertos,Washington Huskies,"LB, LW",1,0,0
H. Bertos,Washington Huskies,LCB,8,0,2
H. Bertos,Washington Huskies,LCB3,0,0,1
H. Bertos,Washington Huskies,LW,2,0,0
H. Bertos,Washington Huskies,RCB,0,0,1
H. Blatteis,Brown Bears,GK,4,1,6
H. Blatteis,Maryland College Park Terrapins,GK,1,0,1
H. Brown,Virginia Cavaliers,GK,34,7,6
H. Evans,Michigan Wolverines,GK,26,3,4
H. Richter,Northwestern Wildcats,0,6,0,0
H. Richter,Northwestern Wildcats,LB,1,0,0
H. Richter,Northwestern Wildcats,LCB,4,0,2
H. Richter,Northwestern Wildcats,"LCB, LCB3",1,0,0
H. Richter,Northwestern Wildcats,LCB3,1,0,0
I. Abbey,Rutgers Scarlet Knights,"AMF, LAMF",1,0,0
I. Abbey,Rutgers Scarlet Knights,CF,1,0,0
I. Abbey,Rutgers Scarlet Knights,"CF, LAMF, LWF",1,0,0
I. Abbey,Rutgers Scarlet Knights,"CF, LW",2,0,0
I. Abbey,Rutgers Scarlet Knights,"CF, LW, RWB",1,0,0
I. Abbey,Rutgers Scarlet Knights,"CF, LWB",1,0,0
I. Abbey,Rutgers Scarlet Knights,"CF, RWF",1,0,0
I. Abbey,Rutgers Scarlet Knights,LAMF,4,0,1
I. Abbey,Rutgers Scarlet Knights,"LAMF, LW",1,0,0
I. Abbey,Rutgers Scarlet Knights,"LAMF, RAMF",5,0,2
I. Abbey,Rutgers Scarlet Knights,"LAMF, RW",2,0,0
I. Abbey,Rutgers Scarlet Knights,"LAMF, RWF",0,0,1
I. Abbey,Rutgers Scarlet Knights,"LB, LW, RAMF",1,0,0
I. Abbey,Rutgers Scarlet Knights,LW,5,0,0
I. Abbey,Rutgers Scarlet Knights,"LW, CF",1,0,0
I. Abbey,Rutgers Scarlet Knights,"LW, RAMF",1,0,0
I. Abbey,Rutgers Scarlet Knights,"LW, RW",4,0,3
I. Abbey,Rutgers Scarlet Knights,"LWB, RAMF",1,0,0
I. Abbey,Rutgers Scarlet Knights,"LWB, RWB",0,0,1
I. Abbey,Rutgers Scarlet Knights,LWF,2,0,1
I. Abbey,Rutgers Scarlet Knights,RAMF,4,0,1
I. Abbey,Rutgers Scarlet Knights,RW,1,0,1
I. Abbey,Rutgers Scarlet Knights,"RW, RWB",1,0,0
I. Addimandi,Northwestern Wildcats,CF,2,0,0
I. Addimandi,Northwestern Wildcats,"CF, LW",1,0,0
I. Addimandi,Northwestern Wildcats,"CF, RW",4,0,0
I. Addimandi,Northwestern Wildcats,"LW, LWF",1,0,0
I. Addimandi,Northwestern Wildcats,"LW, RW",2,0,0
I. Addimandi,Northwestern Wildcats,"LWF, RWF",1,0,0
I. Addimandi,Northwestern Wildcats,RB5,1,0,0
I. Addimandi,Northwestern Wildcats,RW,3,0,0
I. Goldson,Michigan Wolverines,GK,15,0,10
I. Obeid,Northwestern Wildcats,0,5,0,4
I. Obeid,Northwestern Wildcats,AMF,1,0,0
I. Obeid,Northwestern Wildcats,LB,10,0,2
I. Obeid,Northwestern Wildcats,"LB, RB",2,0,0
I. Obeid,Northwestern Wildcats,"LB, RB, RB5",1,0,0
I. Obeid,Northwestern Wildcats,LWB,1,0,0
I. Obeid,Northwestern Wildcats,RAMF,1,0,0
I. Obeid,Northwestern Wildcats,"RAMF, RB",0,0,1
I. Obeid,Northwestern Wildcats,"RAMF, RB5",1,0,0
I. Obeid,Northwestern Wildcats,RB,8,0,1
I. Obeid,Northwestern Wildcats,"RB, RCB3",1,0,0
I. Obeid,Northwestern Wildcats,RB5,0,2,0
I. Obeid,Northwestern Wildcats,RW,2,0,0
I. Obeid,Northwestern Wildcats,RWB,1,0,1
I. Tyrkus,Rutgers Scarlet Knights,AMF,1,0,0
I. Tyrkus,Rutgers Scarlet Knights,"AMF, CF",1,0,0
I. Tyrkus,Rutgers Scarlet Knights,CF,3,0,1
I. Tyrkus,Rutgers Scarlet Knights,"LW, CF",1,0,0
J. Adam,Michigan State Spartans,0,2,1,0
J. Adam,Michigan State Spartans,"CB, RCB",1,0,0
J. Adam,Michigan State Spartans,LCB,4,1,0
J. Adam,Michigan State Spartans,"LCB, RCB",1,0,0
J. Adam,Michigan State Spartans,RCB,27,0,6
J. Bonas,Penn State Nittany Lion,CB,3,0,0
J. Bonas,Penn State Nittany Lion,RCB,8,0,2
J. Bonas,Villanova Wildcats,CB,3,0,1
J. Bonas,Villanova Wildcats,"CB, LCB3",0,0,1
J. Bonas,Villanova Wildcats,"CB, RCB",1,0,0
J. Bonas,Villanova Wildcats,LCB,5,1,0
J. Bonas,Villanova Wildcats,"LCB3, RCB",1,0,0
J. Bonas,Villanova Wildcats,RB,5,1,0
J. Bonas,Villanova Wildcats,RCB,25,2,5
J. Bonas,Villanova Wildcats,RCB3,1,0,0
J. Bowton,Washington Huskies,0,3,0,0
J. Bowton,Washington Huskies,GK,18,0,9
J. Bucknor,Michigan Wolverines,CF,2,0,2
J. Bucknor,Michigan Wolverines,"DMF, RB5, RCMF3",1,0,0
J. Bucknor,Michigan Wolverines,"LAMF, RAMF",1,0,0
J. Bucknor,Michigan Wolverines,LB,1,0,0
J. Bucknor,Michigan Wolverines,"LB, RB",2,2,0
J. Bucknor,Michigan Wolverines,"LB, RB, RCB3",1,0,0
J. Bucknor,Michigan Wolverines,LB5,1,0,0
J. Bucknor,Michigan Wolverines,"LB5, RB5",1,0,0
J. Bucknor,Michigan Wolverines,LW,1,0,3
J. Bucknor,Michigan Wolverines,"LW, RB",1,0,0
J. Bucknor,Michigan Wolverines,"LW, RW",1,0,0
J. Bucknor,Michigan Wolverines,"LWB, RWB",2,0,0
J. Bucknor,Michigan Wolverines,RAMF,1,0,0
J. Bucknor,Michigan Wolverines,"RAMF, RW",1,0,0
J. Bucknor,Michigan Wolverines,RB,3,2,1
J. Bucknor,Michigan Wolverines,"RB, RW",1,0,0
J. Bucknor,Michigan Wolverines,RB5,7,0,1
J. Bucknor,Michigan Wolverines,"RB5, RWB",2,0,1
J. Bucknor,Michigan Wolverines,"RB5, RWF",0,0,1
J. Bucknor,Michigan Wolverines,RW,2,0,0
J. Bucknor,Michigan Wolverines,"RW, RWF",1,0,0
J. Bucknor,Michigan Wolverines,RWB,5,0,2
J. Clark,Maryland College Park Terrapins,LCB,1,0,2
J. Clark,Maryland College Park Terrapins,RB,5,0,2
J. Clark,Maryland College Park Terrapins,"RB, RCB",1,0,0
J. Clark,Maryland College Park Terrapins,"RB, RW",1,0,0
J. Clark,Maryland College Park Terrapins,RW,1,0,0
J. Clark,Maryland College Park Terrapins,RWB,1,0,0
J. Contell,UCLA Bruins,"AMF, RAMF, RWF, CF",1,0,0
J. Contell,UCLA Bruins,"AMF, RW, CF",1,0,0
J. Contell,UCLA Bruins,CF,11,1,3
J. Contell,UCLA Bruins,"CF, LW",1,0,1
J. Contell,UCLA Bruins,"CF, LW, RAMF, RWF",1,0,0
J. Contell,UCLA Bruins,"CF, LW, RWF",1,0,0
J. Contell,UCLA Bruins,"CF, LWF",0,0,1
J. Contell,UCLA Bruins,"CF, RAMF",2,0,0
J. Contell,UCLA Bruins,"CF, RW",9,1,0
J. Contell,UCLA Bruins,"CF, RWF",1,1,1
J. Contell,UCLA Bruins,"LAMF, LW",1,0,0
J. Contell,UCLA Bruins,"LW, RW",1,0,0
J. Contell,UCLA Bruins,"LWF, RWF",1,0,1
J. Contell,UCLA Bruins,RAMF,1,0,0
J. Contell,UCLA Bruins,"RAMF, RB, CF",1,0,0
J. Contell,UCLA Bruins,"RAMF, RW",2,0,0
J. Contell,UCLA Bruins,RW,15,1,2
J. Contell,UCLA Bruins,"RW, CF",2,0,0
J. Contell,UCLA Bruins,"RW, RWB",0,0,1
J. Contell,UCLA Bruins,"RW, RWF",1,0,0
J. Contell,UCLA Bruins,RWF,1,0,1
J. Cortez,UCLA Bruins,0,4,0,1
J. Cortez,UCLA Bruins,"CB, LB, LCB",0,0,1
J. Cortez,UCLA Bruins,"CB, LCB3",1,0,0
J. Cortez,UCLA Bruins,LB,6,0,0
J. Cortez,UCLA Bruins,"LB, LB5",1,0,0
J. Cortez,UCLA Bruins,"LB, LCB, LCB3",1,0,0
J. Cortez,UCLA Bruins,LB5,0,0,1
J. Cortez,UCLA Bruins,LCB,6,0,1
J. Cortez,UCLA Bruins,"LCB, LCB3",3,0,0
J. Cortez,UCLA Bruins,"LCB, RCB",1,0,0
J. Cortez,UCLA Bruins,LCB3,1,0,1
J. Cortez,UCLA Bruins,LW,2,0,0
J. Dale,Washington Huskies,0,1,0,0
J. Dale,Washington Huskies,LAMF,1,0,1
J. Dale,Washington Huskies,LB,0,0,1
J. Dale,Washington Huskies,LW,2,0,2
J. Dale,Washington Huskies,"LW, RAMF",1,0,0
J. Dale,Washington Huskies,"LW, RAMF, RW",1,0,0
J. Dale,Washington Huskies,RAMF,4,0,1
J. Dale,Washington Huskies,RW,5,0,3
J. Dale,Washington Huskies,RWB,0,0,1
J. Demian,Indiana Hoosiers,0,3,0,0
J. Demian,Indiana Hoosiers,LB,2,0,1
J. Diaz,UCLA Bruins,0,1,0,0
J. Diaz,UCLA Bruins,CF,2,0,1
J. Diaz,UCLA Bruins,"LAMF, RAMF",1,0,0
J. Diaz,UCLA Bruins,LWF,1,0,0
J. Gajadhar,Northwestern Wildcats,AMF,7,0,4
J. Gajadhar,Northwestern Wildcats,"AMF, CF",0,0,1
J. Gajadhar,Northwestern Wildcats,"AMF, LAMF",1,0,0
J. Gajadhar,Northwestern Wildcats,"AMF, LCMF",1,0,0
J. Gajadhar,Northwestern Wildcats,"AMF, LCMF3",1,0,0
J. Gajadhar,Northwestern Wildcats,"AMF, LDMF",2,0,0
J. Gajadhar,Northwestern Wildcats,"AMF, RAMF",1,0,0
J. Gajadhar,Northwestern Wildcats,"AMF, RDMF",1,0,1
J. Gajadhar,Northwestern Wildcats,"AMF, RW",2,0,0
J. Gajadhar,Northwestern Wildcats,LCMF,1,0,0
J. Gajadhar,Northwestern Wildcats,"LCMF, LW",1,0,0
J. Gajadhar,Northwestern Wildcats,LCMF3,1,0,0
J. Gajadhar,Northwestern Wildcats,RCMF,6,0,0
J. Gajadhar,Northwestern Wildcats,"RCMF, RW",1,0,0
J. Guggemos,Michigan State Spartans,0,1,0,0
J. Guggemos,Michigan State Spartans,AMF,5,0,0
J. Guggemos,Michigan State Spartans,"AMF, CF",1,0,0
J. Guggemos,Michigan State Spartans,CF,1,0,1
J. Guggemos,Michigan State Spartans,"CF, LW",0,0,1
J. Guggemos,Michigan State Spartans,"CF, RAMF",1,0,0
J. Guggemos,Michigan State Spartans,LW,1,0,0
J. Guggemos,Michigan State Spartans,"RW, CF",1,0,0
J. Guggemos,Michigan State Spartans,"RWB, CF",1,0,0
J. Guggemos,Michigan State Spartans,RWF,0,0,1
J. Harms,Duke Blue Devils,GK,2,0,1
J. Harms,Duke Blue Devils University,GK,1,0,0
J. Harms,Indiana Hoosiers,GK,43,1,15
J. Kuhr,Wisconsin Badgers,DMF,1,0,0
J. Kuhr,Wisconsin Badgers,LCMF,1,0,0
J. Kuhr,Wisconsin Badgers,"LCMF, RCMF",3,0,0
J. Kuhr,Wisconsin Badgers,LDMF,1,0,0
J. Kuhr,Wisconsin Badgers,RDMF,1,0,0
J. Lindimore,Indiana Hoosiers,LCB,1,0,0
J. Maguire,Washington Huskies,0,9,0,2
J. Maguire,Washington Huskies,CF,1,0,1
J. Maguire,Washington Huskies,LCB,6,0,3
J. Maguire,Washington Huskies,RAMF,1,0,0
J. Maguire,Washington Huskies,RCB,1,0,0
J. Maguire(1),Washington Huskies,0,9,0,2
J. Maguire(1),Washington Huskies,CF,1,0,1
J. Maguire(1),Washington Huskies,LCB,6,0,3
J. Maguire(1),Washington Huskies,RAMF,1,0,0
J. Maguire(1),Washington Huskies,RCB,1,0,0
J. Maher,Indiana Hoosiers,"CB, LCB, LCB3",1,0,0
J. Maher,Indiana Hoosiers,LCB,9,0,5
J. Maher,Indiana Hoosiers,"LCB, LCB3",1,0,0
J. Mason,Michigan State Spartans,0,1,0,0
J. Mason,Michigan State Spartans,LCB,2,0,1
J. Mason,Michigan State Spartans,RCB,0,0,1
J. Michel,Maryland College Park Terrapins,0,1,0,1
J. Michel,Maryland College Park Terrapins,CF,1,0,1
J. Michel,Maryland College Park Terrapins,LAMF,1,0,0
J. Michel,Maryland College Park Terrapins,LB,1,0,0
J. Michel,Maryland College Park Terrapins,LW,1,0,1
J. Michel,Maryland College Park Terrapins,RW,2,0,0
J. Miller,Indiana Hoosiers,0,5,0,2
J. Miller,Indiana Hoosiers,"CB, LCB3, RCB",1,0,0
J. Miller,Indiana Hoosiers,"CB, RCB",2,0,0
J. Miller,Indiana Hoosiers,RB,0,0,1
J. Miller,Indiana Hoosiers,RCB,26,1,9
J. Miller,Xavier Musketeers,"CB, RCB",1,0,0
J. Miller,Xavier Musketeers,LCB,5,0,1
J. Miller,Xavier Musketeers,RCB,17,1,0
J. Nabaka,Michigan Wolverines,0,1,0,3
J. Nabaka,Michigan Wolverines,CF,1,0,0
J. Nabaka,Michigan Wolverines,RB,2,0,4
J. Nabaka,Michigan Wolverines,RB5,1,0,0
J. Nabaka,Michigan Wolverines,"RB5, RCMF",1,0,0
J. Nabaka,Michigan Wolverines,RCB3,2,0,0
J. Nabaka,Michigan Wolverines,RW,1,0,0
J. Nabaka,Michigan Wolverines,RWB,1,0,2
J. Ramos,Michigan Wolverines,AMF,2,0,1
J. Ramos,Michigan Wolverines,"AMF, CF",1,0,0
J. Ramos,Michigan Wolverines,CF,1,0,0
J. Ramos,Michigan Wolverines,"CF, RCMF3",1,0,0
J. Ramos,Michigan Wolverines,"DMF, LCMF3",1,0,0
J. Ramos,Michigan Wolverines,LAMF,0,0,1
J. Ramos,Michigan Wolverines,"LCB3, LCMF3",1,0,0
J. Ramos,Michigan Wolverines,LCMF,3,0,2
J. Ramos,Michigan Wolverines,"LCMF, LCMF3, RCMF",1,0,0
J. Ramos,Michigan Wolverines,"LCMF, LW",1,0,1
J. Ramos,Michigan Wolverines,"LCMF, RCMF",1,0,0
J. Ramos,Michigan Wolverines,LCMF3,2,0,2
J. Ramos,Michigan Wolverines,LW,3,0,3
J. Ramos,Michigan Wolverines,RCMF,1,0,0
J. Ramos,Michigan Wolverines,RWF,0,0,1
J. Sharp,Michigan State Spartans,0,3,0,0
J. Sharp,Michigan State Spartans,CF,0,0,1
J. Sharp,Michigan State Spartans,LB,2,0,0
J. Sharp,Michigan State Spartans,"LB, RB",1,0,4
J. Sharp,Michigan State Spartans,LW,1,0,0
J. Sharp,Michigan State Spartans,RB,27,0,8
J. Sharp,Michigan State Spartans,"RB, RCB3",1,0,0
J. Spadafora(1),Michigan State Spartans,0,1,0,0
J. Spadafora(1),Michigan State Spartans,"AMF, CF",4,0,1
J. Spadafora(1),Michigan State Spartans,CF,25,0,7
J. Spadafora(1),Michigan State Spartans,"CF, LW",0,0,1
J. Spadafora(1),Michigan State Spartans,"CF, LWF",1,0,0
J. Spadafora(1),Michigan State Spartans,"CF, RAMF",2,0,0
J. Spadafora(1),Michigan State Spartans,"CF, RW",1,0,1
J. Spadafora(1),Michigan State Spartans,"LAMF, RCMF",1,0,0
J. Stout,Michigan State Spartans,0,1,0,0
J. Stout,Michigan State Spartans,AMF,1,0,0
J. Stout,Michigan State Spartans,"AMF, CF, LW",0,0,1
J. Stout,Michigan State Spartans,"AMF, LAMF, RAMF",1,0,0
J. Stout,Michigan State Spartans,"AMF, RAMF",1,0,0
J. Stout,Michigan State Spartans,CF,1,0,1
J. Stout,Michigan State Spartans,"CF, LCMF, LW",1,0,0
J. Stout,Michigan State Spartans,"CF, LW",1,0,2
J. Stout,Michigan State Spartans,"CF, RWF",0,0,1
J. Stout,Michigan State Spartans,LAMF,12,0,0
J. Stout,Michigan State Spartans,"LAMF, LW",1,0,0
J. Stout,Michigan State Spartans,"LAMF, RAMF",3,0,0
J. Stout,Michigan State Spartans,LW,6,0,4
J. Stout,Michigan State Spartans,"LW, CF",1,0,1
J. Stout,Michigan State Spartans,"LW, RW",0,0,1
J. Stout,Michigan State Spartans,"LW, RWB",1,0,0
J. Stout,Michigan State Spartans,LWF,1,0,0
J. Stout,Michigan State Spartans,RW,0,0,1
J. Suchecki,Maryland College Park Terrapins,0,1,0,0
J. Suchecki,Maryland College Park Terrapins,AMF,3,0,2
J. Suchecki,Maryland College Park Terrapins,"AMF, CF, RCMF",1,0,0
J. Suchecki,Maryland College Park Terrapins,"AMF, DMF",1,0,0
J. Suchecki,Maryland College Park Terrapins,"AMF, DMF, CF",0,0,1
J. Suchecki,Maryland College Park Terrapins,"AMF, LAMF",1,0,0
J. Suchecki,Maryland College Park Terrapins,"AMF, LDMF",1,0,1
J. Suchecki,Maryland College Park Terrapins,"AMF, RCMF",0,0,1
J. Suchecki,Maryland College Park Terrapins,"AMF, RDMF",1,0,0
J. Suchecki,Maryland College Park Terrapins,"CF, RCMF",0,0,1
J. Suchecki,Maryland College Park Terrapins,DMF,3,0,1
J. Suchecki,Maryland College Park Terrapins,"DMF, LDMF",1,0,0
J. Suchecki,Maryland College Park Terrapins,LAMF,1,0,0
J. Suchecki,Maryland College Park Terrapins,"LCMF, RCMF",1,0,0
J. Suchecki,Maryland College Park Terrapins,LDMF,9,0,3
J. Suchecki,Maryland College Park Terrapins,"LDMF, RDMF",2,0,0
J. Suchecki,Maryland College Park Terrapins,RCMF,2,0,0
J. Suchecki,Maryland College Park Terrapins,RCMF3,1,0,0
J. Suchecki,Northwestern Wildcats,DMF,2,0,0
J. Suchecki,Northwestern Wildcats,"DMF, LCMF, LDMF",1,0,0
J. Suchecki,Northwestern Wildcats,LCMF,2,0,1
J. Suchecki,Northwestern Wildcats,"LCMF, LCMF3, RCMF",1,0,0
J. Suchecki,Northwestern Wildcats,"LCMF, LW",1,0,0
J. Suchecki,Northwestern Wildcats,"LCMF, LW, RCMF",1,0,0
J. Suchecki,Northwestern Wildcats,"LCMF, RCMF",3,0,0
J. Suchecki,Northwestern Wildcats,RCMF,2,0,0
J. Van Deventer,Northwestern Wildcats,0,1,0,1
J. Van Deventer,Northwestern Wildcats,AMF,4,0,2
J. Van Deventer,Northwestern Wildcats,"AMF, LAMF",1,0,0
J. Van Deventer,Northwestern Wildcats,"AMF, LCMF3",1,0,0
J. Van Deventer,Northwestern Wildcats,"AMF, RAMF",1,0,0
J. Van Deventer,Northwestern Wildcats,CF,2,0,1
J. Van Deventer,Northwestern Wildcats,"CF, LCMF, RCMF",1,0,0
J. Van Deventer,Northwestern Wildcats,"CF, LW",1,0,0
J. Van Deventer,Northwestern Wildcats,DMF,1,0,0
J. Van Deventer,Northwestern Wildcats,LCMF,0,0,2
J. Van Deventer,Northwestern Wildcats,"LCMF, LW",1,0,0
J. Van Deventer,Northwestern Wildcats,LCMF3,2,0,0
J. Van Deventer,Northwestern Wildcats,"LCMF3, RCMF3, CF",1,0,0
J. Van Deventer,Northwestern Wildcats,"LCMF3, RCMF3, RWF",1,0,0
J. Van Deventer,Northwestern Wildcats,LDMF,1,0,0
J. Van Deventer,Northwestern Wildcats,"LDMF, RAMF",1,0,0
J. Van Deventer,Northwestern Wildcats,LW,4,0,0
J. Van Deventer,Northwestern Wildcats,"LW, CF",1,0,0
J. Van Deventer,Northwestern Wildcats,"LW, RCMF",1,0,0
J. Van Deventer,Northwestern Wildcats,"LW, RW",1,0,0
J. Van Deventer,Northwestern Wildcats,RAMF,5,0,2
J. Van Deventer,Northwestern Wildcats,RCMF,3,0,0
J. Van Deventer,Northwestern Wildcats,RDMF,1,0,0
J. Van Deventer,Northwestern Wildcats,RW,4,0,1
J. Wagoner,Indiana Hoosiers,0,2,0,1
J. Wagoner,Indiana Hoosiers,AMF,1,0,0
J. Wagoner,Indiana Hoosiers,CF,5,0,0
J. Wagoner,Indiana Hoosiers,"CF, RCMF3",0,0,1
J. Wagoner,Indiana Hoosiers,LCMF,4,0,1
J. Wagoner,Indiana Hoosiers,"LCMF, LDMF",0,0,1
J. Wagoner,Indiana Hoosiers,"LCMF, RCMF",5,0,0
J. Wagoner,Indiana Hoosiers,"LCMF, RCMF3",1,0,0
J. Wagoner,Indiana Hoosiers,LCMF3,0,0,1
J. Wagoner,Indiana Hoosiers,LDMF,1,0,1
J. Wagoner,Indiana Hoosiers,"LDMF, RCMF",1,0,0
J. Wagoner,Indiana Hoosiers,"LWF, RCMF3",1,0,0
J. Wagoner,Indiana Hoosiers,RCMF,17,0,8
J. Wagoner,Indiana Hoosiers,"RCMF, RCMF3",1,0,0
J. Wagoner,Indiana Hoosiers,"RCMF, RDMF",0,0,2
J. Wagoner,Indiana Hoosiers,RDMF,4,0,0
J. Wagoner,Indiana Hoosiers,RW,1,0,0
J. Weiss,Indiana Hoosiers,CF,10,0,2
J. Weiss,Indiana Hoosiers,"CF, RCMF3",0,0,1
J. Weiss,Indiana Hoosiers,"LWB, RWF, CF",1,0,0
J. Weiss,Indiana Hoosiers,RWF,0,0,1
J. Weiss,Northwestern Wildcats,"AMF, CF",0,0,1
J. Weiss,Northwestern Wildcats,CF,24,3,4
J. Weiss,Northwestern Wildcats,"CF, LAMF",2,0,0
J. Weiss,Northwestern Wildcats,"CF, LW",1,0,0
J. Weiss,Northwestern Wildcats,"CF, LWF",2,0,0
J. Weiss,Northwestern Wildcats,"CF, RAMF",0,0,1
J. Weiss,Northwestern Wildcats,LAMF,3,0,1
J. Weiss,Northwestern Wildcats,"LAMF, LW",2,0,0
J. Weiss,Northwestern Wildcats,"LAMF, RAMF",1,0,1
J. Weiss,Northwestern Wildcats,LW,1,0,0
J. Weiss,Northwestern Wildcats,LWF,1,0,0
J. Weiss,Northwestern Wildcats,"RW, CF",0,0,1
J. Zalinsky,Rutgers Scarlet Knights,CB,0,1,0
J. Zalinsky,Rutgers Scarlet Knights,"CB, RB, RCB",1,0,0
J. Zalinsky,Rutgers Scarlet Knights,"CB, RCB",1,0,0
J. Zalinsky,Rutgers Scarlet Knights,LB,0,0,1
J. Zalinsky,Rutgers Scarlet Knights,"LB, RB",2,0,0
J. Zalinsky,Rutgers Scarlet Knights,"LCB, RB",1,0,0
J. Zalinsky,Rutgers Scarlet Knights,"LCB, RCB",1,0,0
J. Zalinsky,Rutgers Scarlet Knights,"RAMF, RB",1,0,0
J. Zalinsky,Rutgers Scarlet Knights,RB,3,0,0
J. Zalinsky,Rutgers Scarlet Knights,"RB, RCB",4,0,0
J. Zalinsky,Rutgers Scarlet Knights,"RB, RCB3",1,0,1
J. Zalinsky,Rutgers Scarlet Knights,"RB5, RCB3",2,0,0
J. Zalinsky,Rutgers Scarlet Knights,RCB,18,0,9
J. Zalinsky,Rutgers Scarlet Knights,"RCB, RCB3",2,0,0
J. Zalinsky,Rutgers Scarlet Knights,RCB3,9,0,1
J. Zalinsky,Rutgers Scarlet Knights,"RCB3, RWB",1,0,0
J. Zalinsky,Rutgers Scarlet Knights,RWB,1,0,0
K. Andrews,UCF Knights,0,2,0,0
K. Andrews,UCF Knights,"CF, LW",1,0,0
K. Andrews,UCF Knights,LAMF,2,0,0
K. Andrews,UCF Knights,"LAMF, LW",1,0,0
K. Andrews,UCF Knights,"LAMF, RAMF",1,0,0
K. Andrews,UCF Knights,LW,7,0,0
K. Andrews,UCF Knights,"LW, RW",5,0,0
K. Andrews,UCF Knights,LWF,1,0,0
K. Andrews,UCF Knights,RB,1,0,0
K. Andrews,UCF Knights,RW,4,0,0
K. Andrews,UCF Knights,RWF,2,0,0
K. Andrews,Wisconsin Badgers,CF,1,0,0
K. Andrews,Wisconsin Badgers,"DMF, LCMF",1,0,0
K. Andrews,Wisconsin Badgers,LAMF,2,0,1
K. Andrews,Wisconsin Badgers,"LAMF, LW",2,0,0
K. Andrews,Wisconsin Badgers,LW,9,0,4
K. Andrews,Wisconsin Badgers,"LW, LWB",1,0,0
K. Andrews,Wisconsin Badgers,"LW, RAMF",1,0,0
K. Andrews,Wisconsin Badgers,"LW, RCMF",1,0,0
K. Andrews,Wisconsin Badgers,"LW, RW",3,0,1
K. Andrews,Wisconsin Badgers,RAMF,0,0,1
K. Andrews,Wisconsin Badgers,RW,1,0,1
K. Arnarsson,Rutgers Scarlet Knights,0,1,0,0
K. Arnarsson,Rutgers Scarlet Knights,AMF,3,0,0
K. Arnarsson,Rutgers Scarlet Knights,CF,2,0,0
K. Arnarsson,Rutgers Scarlet Knights,LCMF,3,0,0
K. Arnarsson,Rutgers Scarlet Knights,LW,1,0,0
K. Brame,Michigan Wolverines,DMF,1,0,1
K. Brame,Michigan Wolverines,"DMF, LCMF, RCMF",1,0,0
K. Brame,Michigan Wolverines,"DMF, LCMF3",0,0,1
K. Brame,Michigan Wolverines,"DMF, RCMF3",3,0,0
K. Brame,Michigan Wolverines,LCMF,1,0,1
K. Brame,Michigan Wolverines,"LCMF, RCMF",2,0,0
K. Brame,Michigan Wolverines,RCMF,0,0,2
K. Brame,Michigan Wolverines,"RCMF, RWB",1,0,0
K. Dadzie,Brown Bears,"AMF, CF",1,0,0
K. Dadzie,Brown Bears,"AMF, LAMF",0,1,0
K. Dadzie,Brown Bears,"AMF, LW",0,0,1
K. Dadzie,Brown Bears,CF,25,0,3
K. Dadzie,Brown Bears,"CF, LAMF",2,0,0
K. Dadzie,Brown Bears,"CF, LW",1,0,0
K. Dadzie,Brown Bears,"CF, RAMF",1,0,0
K. Dadzie,Brown Bears,LAMF,5,1,4
K. Dadzie,Brown Bears,"LAMF, CF",0,0,2
K. Dadzie,Brown Bears,"LAMF, LCMF3",1,0,0
K. Dadzie,Brown Bears,RAMF,2,0,0
K. Dadzie,Brown Bears,"RAMF, CF",1,0,0
K. Dadzie,Penn State Nittany Lion,0,1,0,0
K. Dadzie,Penn State Nittany Lion,AMF,1,0,0
K. Dadzie,Penn State Nittany Lion,CF,1,0,0
K. Dadzie,Penn State Nittany Lion,LAMF,1,0,1
K. Dadzie,Penn State Nittany Lion,LCMF3,1,0,0
K. Dadzie,Penn State Nittany Lion,LW,1,0,0
K. Dadzie,Penn State Nittany Lion,"LW, RW",1,0,0
K. Dadzie,Penn State Nittany Lion,LWB,1,0,0
K. Dadzie,Penn State Nittany Lion,RW,2,0,0
K. Dadzie,Penn State Nittany Lion,"RW, RWB",1,0,0
K. Quist-Therson,Maryland College Park Terrapins,0,1,0,0
K. Quist-Therson,Maryland College Park Terrapins,AMF,1,0,0
K. Quist-Therson,Maryland College Park Terrapins,"AMF, RAMF",1,0,0
K. Quist-Therson,Maryland College Park Terrapins,"CF, RCMF",1,0,0
K. Quist-Therson,Maryland College Park Terrapins,DMF,1,0,0
K. Quist-Therson,Maryland College Park Terrapins,LCMF,1,0,1
K. Quist-Therson,Maryland College Park Terrapins,LDMF,2,0,0
K. Quist-Therson,Maryland College Park Terrapins,"LDMF, RDMF",2,0,0
K. Quist-Therson,Maryland College Park Terrapins,RAMF,2,0,0
K. Quist-Therson,Maryland College Park Terrapins,"RAMF, RW",1,0,0
