player_name,team,Position,Match,Minutes played,Successful Actions,Total Actions,Action Efficiency,Best Position
A. Ochoa,UCLA Bruins,"LAMF, RAMF",Washington Huskies - UCLA Bruins 2:4,52,23,40,0.575,"LCMF, LCMF3, LW"
A. Ochoa,UCLA Bruins,0,Washington Huskies - UCLA Bruins 3:2,18,4,12,0.3333333333333333,"LCMF, LCMF3, LW"
A. Ochoa,UCLA Bruins,"LCMF3, LWF",Wisconsin Badgers - UCLA Bruins 4:1,90,40,65,0.6153846153846154,"LCMF, LCMF3, LW"
A. Roberts,Ohio State Buckeyes,"LB, RB",Butler Bulldogs - Ohio State Buckeyes 0:1,69,42,57,0.7368421052631579,"LCMF, RB"
A. Roberts,Ohio State Buckeyes,"RB, RW",Indiana Hoosiers - Ohio State Buckeyes 2:1,91,36,68,0.5294117647058824,"LCMF, RB"
A. Roberts,Ohio State Buckeyes,RB,Louisville Cardinals - Ohio State Buckeyes 2:2,83,34,64,0.53125,"LCMF, RB"
A. Roberts,Ohio State Buckeyes,"RAMF, RB",Michigan State Spartans - Ohio State Buckeyes 0:1,101,42,75,0.56,"LCMF, RB"
A. Roberts,Ohio State Buckeyes,RW,Michigan State Spartans - Ohio State Buckeyes 2:3,55,26,50,0.52,"LCMF, RB"
A. Roberts,Ohio State Buckeyes,"LCMF, RCMF",Michigan Wolverines - Ohio State Buckeyes 3:6,31,16,22,0.7272727272727273,"LCMF, RB"
A. Roberts,Ohio State Buckeyes,"RB, RCMF",Northwestern Wildcats - Ohio State Buckeyes 4:2,85,31,66,0.4696969696969697,"LCMF, RB"
A. Roberts,Ohio State Buckeyes,"CF, RW",Ohio State Buckeyes - Butler Bulldogs 1:0,39,18,32,0.5625,"LCMF, RB"
A. Roberts,Ohio State Buckeyes,"LB, LCMF",Ohio State Buckeyes - CSUN Matadors 1:1,84,42,59,0.711864406779661,"LCMF, RB"
A. Roberts,Ohio State Buckeyes,LCMF,Ohio State Buckeyes - Indiana Hoosiers 2:2,56,17,32,0.53125,"LCMF, RB"
A. Roberts,Ohio State Buckeyes,RB,Ohio State Buckeyes - Kentucky Wildcats 3:0,104,44,78,0.5641025641025641,"LCMF, RB"
A. Roberts,Ohio State Buckeyes,"LCMF, LW, RW",Ohio State Buckeyes - Maryland College Park Terrapins 4:1,77,59,85,0.6941176470588235,"LCMF, RB"
A. Roberts,Ohio State Buckeyes,"LCMF, RW",Ohio State Buckeyes - Michigan Wolverines 0:0,36,26,43,0.6046511627906976,"LCMF, RB"
A. Roberts,Ohio State Buckeyes,RB,Ohio State Buckeyes - Penn State Nittany Lion 0:3,98,59,98,0.6020408163265306,"LCMF, RB"
A. Roberts,Ohio State Buckeyes,"DMF, CF",Ohio State Buckeyes - Rutgers Scarlet Knights 3:0,41,12,31,0.3870967741935484,"LCMF, RB"
A. Roberts,Ohio State Buckeyes,"RAMF, RB",Ohio State Buckeyes - Seton Hall Pirates 0:1,74,24,47,0.5106382978723404,"LCMF, RB"
A. Roberts,Ohio State Buckeyes,"LB, RCB, RCMF",Ohio State Buckeyes - UC Davis Aggies 1:2,73,35,67,0.5223880597014925,"LCMF, RB"
A. Roberts,Ohio State Buckeyes,"LW, RB, RCMF",Ohio State Buckeyes - Washington Huskies 1:1,95,33,56,0.5892857142857143,"LCMF, RB"
A. Roberts,Ohio State Buckeyes,"RB, RCMF",Ohio State Buckeyes - Washington Huskies 2:0,58,16,28,0.5714285714285714,"LCMF, RB"
A. Roberts,Ohio State Buckeyes,RCMF,Ohio State Buckeyes - Wisconsin Badgers 0:1,63,61,86,0.7093023255813954,"LCMF, RB"
A. Roberts,Ohio State Buckeyes,RB,Ohio State Buckeyes - Xavier Musketeers 0:0,67,30,53,0.5660377358490566,"LCMF, RB"
A. Roberts,Ohio State Buckeyes,DMF,Ohio State Buckeyes - Xavier Musketeers 3:1,32,11,19,0.5789473684210527,"LCMF, RB"
A. Roberts,Ohio State Buckeyes,RB,Penn State Nittany Lion - Ohio State Buckeyes (P) 1:1,113,43,77,0.5584415584415584,"LCMF, RB"
A. Roberts,Ohio State Buckeyes,"LCMF, RB",Penn State Nittany Lion - Ohio State Buckeyes 0:5,38,28,37,0.7567567567567568,"LCMF, RB"
A. Roberts,Ohio State Buckeyes,RB,Rutgers Scarlet Knights - Ohio State Buckeyes 0:2,67,18,32,0.5625,"LCMF, RB"
A. Roberts,Ohio State Buckeyes,LCMF,UCLA Bruins - Ohio State Buckeyes 2:1,33,18,29,0.6206896551724138,"LCMF, RB"
A. Samways,Ohio State Buckeyes,RB,Akron Zips - Ohio State Buckeyes 0:2,107,35,63,0.5555555555555556,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,"RB5, RWB",Akron Zips - Ohio State Buckeyes 3:3,106,36,71,0.5070422535211268,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,LB,Bowling Green Falcons - Ohio State Buckeyes 0:1,80,38,65,0.5846153846153846,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,"LB, RB",Butler Bulldogs - Ohio State Buckeyes 0:1,96,60,87,0.6896551724137931,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,Cleveland State Vikings - Ohio State Buckeyes 0:0,96,48,71,0.676056338028169,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,"LB, RB",Indiana Hoosiers - Ohio State Buckeyes 2:1,87,50,75,0.6666666666666666,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,Indiana Hoosiers - Ohio State Buckeyes 3:0,101,47,71,0.6619718309859155,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,"LB, RB",Louisville Cardinals - Ohio State Buckeyes 2:2,84,40,76,0.5263157894736842,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,Maryland College Park Terrapins - Ohio State Buckeyes 1:0,100,44,86,0.5116279069767442,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,Maryland College Park Terrapins - Ohio State Buckeyes 1:2,110,32,51,0.6274509803921569,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,Michigan State Spartans - Ohio State Buckeyes 0:1,8,10,15,0.6666666666666666,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,Michigan State Spartans - Ohio State Buckeyes 1:0,99,38,77,0.4935064935064935,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,Michigan State Spartans - Ohio State Buckeyes 2:3,110,66,96,0.6875,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,Michigan Wolverines - Ohio State Buckeyes 1:2,97,58,96,0.6041666666666666,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,Michigan Wolverines - Ohio State Buckeyes 1:3,105,44,76,0.5789473684210527,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,Michigan Wolverines - Ohio State Buckeyes 3:6,103,48,68,0.7058823529411765,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,Northwestern Wildcats - Ohio State Buckeyes 1:0,97,73,100,0.73,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,"LB, RB",Northwestern Wildcats - Ohio State Buckeyes 4:2,108,60,90,0.6666666666666666,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,Ohio State Buckeyes - Akron Zips 1:0,96,34,66,0.5151515151515151,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,"LB, LW, RB",Ohio State Buckeyes - Bowling Green Falcons 2:1 (E),100,52,77,0.6753246753246753,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,Ohio State Buckeyes - Butler Bulldogs 1:0,95,59,91,0.6483516483516484,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,Ohio State Buckeyes - Butler Bulldogs 2:0,111,37,65,0.5692307692307692,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,Ohio State Buckeyes - CSUN Matadors 1:1,94,59,82,0.7195121951219512,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,"LB, RB",Ohio State Buckeyes - Cal Poly Mustangs 3:0,68,45,63,0.7142857142857143,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,Ohio State Buckeyes - Cleveland State Vikings 1:1,104,76,110,0.6909090909090909,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,"LW, RB",Ohio State Buckeyes - Cleveland State Vikings 2:0,60,36,61,0.5901639344262295,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,Ohio State Buckeyes - Creighton Bluejays 1:1,116,38,77,0.4935064935064935,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,Ohio State Buckeyes - Indiana Hoosiers 2:1,99,45,73,0.6164383561643836,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,Ohio State Buckeyes - Indiana Hoosiers 2:2,105,54,88,0.6136363636363636,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,Ohio State Buckeyes - Maryland College Park Terrapins 1:2,101,56,94,0.5957446808510638,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,Ohio State Buckeyes - Maryland College Park Terrapins 4:1,47,25,39,0.6410256410256411,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,"LCMF, RCMF",Ohio State Buckeyes - Memphis Tigers 3:2,69,33,56,0.5892857142857143,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,Ohio State Buckeyes - Michigan State Spartans 1:0,93,63,94,0.6702127659574468,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,Ohio State Buckeyes - Michigan State Spartans 2:1,94,62,104,0.5961538461538461,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,Ohio State Buckeyes - Michigan State Spartans 2:2,110,75,106,0.7075471698113207,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,Ohio State Buckeyes - Michigan Wolverines 0:0,112,76,101,0.7524752475247525,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,Ohio State Buckeyes - NKU Norse 3:2,100,62,97,0.6391752577319587,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,Ohio State Buckeyes - Northwestern Wildcats 2:0,109,65,94,0.6914893617021277,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,Ohio State Buckeyes - Northwestern Wildcats 2:1,103,45,78,0.5769230769230769,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,LB,Ohio State Buckeyes - Penn State Nittany Lion 0:3,37,27,46,0.5869565217391305,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,Ohio State Buckeyes - Penn State Nittany Lion 2:1,104,47,87,0.5402298850574713,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,Ohio State Buckeyes - Rutgers Scarlet Knights 2:2,111,57,81,0.7037037037037037,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,Ohio State Buckeyes - Rutgers Scarlet Knights 3:0,112,69,93,0.7419354838709677,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,Ohio State Buckeyes - SIUE Cougars 4:0,93,73,88,0.8295454545454546,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,LB,Ohio State Buckeyes - Saint Louis Billikens 1:3,68,49,61,0.8032786885245902,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,"LB, RB",Ohio State Buckeyes - Seton Hall Pirates 0:1,93,49,77,0.6363636363636364,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RAMF,Ohio State Buckeyes - South Carolina Gamecocks 1:1,40,16,29,0.5517241379310345,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,"LB, RB",Ohio State Buckeyes - UAB Blazers 1:2,77,30,49,0.6122448979591837,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,Ohio State Buckeyes - UC Davis Aggies 1:2,85,43,67,0.6417910447761194,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,Ohio State Buckeyes - UNLV Rebels 3:2,107,62,97,0.6391752577319587,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,"LB, RB",Ohio State Buckeyes - Washington Huskies 1:1,102,41,60,0.6833333333333333,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,"LB, RB",Ohio State Buckeyes - Washington Huskies 2:0,112,55,92,0.5978260869565217,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,Ohio State Buckeyes - Wisconsin Badgers 0:1,96,77,120,0.6416666666666667,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,Ohio State Buckeyes - Wisconsin Badgers 0:2,105,54,87,0.6206896551724138,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,"LAMF, RB",Ohio State Buckeyes - Wright State Raiders 2:0,74,44,76,0.5789473684210527,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,LB,Ohio State Buckeyes - Xavier Musketeers 0:0,88,39,68,0.5735294117647058,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,Ohio State Buckeyes - Xavier Musketeers 1:2,99,61,95,0.6421052631578947,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,Ohio State Buckeyes - Xavier Musketeers 3:1,117,63,102,0.6176470588235294,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,Penn State Nittany Lion - Ohio State Buckeyes 0:5,83,48,75,0.64,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,Penn State Nittany Lion - Ohio State Buckeyes 1:1,101,59,95,0.6210526315789474,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,LB,Rutgers Scarlet Knights - Ohio State Buckeyes 0:2,105,45,73,0.6164383561643836,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,Rutgers Scarlet Knights - Ohio State Buckeyes 2:1,109,59,99,0.5959595959595959,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,Rutgers Scarlet Knights - Ohio State Buckeyes 4:0,104,65,104,0.625,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,UCLA Bruins - Ohio State Buckeyes 2:1,101,68,87,0.7816091954022989,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,UNCG Spartans - Ohio State Buckeyes (P) 1:1,110,74,123,0.6016260162601627,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,Wake Forest Demon Deacon - Ohio State Buckeyes 0:3,102,46,91,0.5054945054945055,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,Wisconsin Badgers - Ohio State Buckeyes 2:3,114,48,74,0.6486486486486487,"LB, LW, RB"
A. Samways,Ohio State Buckeyes,RB,Wisconsin Badgers - Ohio State Buckeyes 3:2,100,74,119,0.6218487394957983,"LB, LW, RB"
A. Sheppela,Maryland College Park Terrapins,CF,Indiana Hoosiers - Maryland College Park Terrapins 0:1,30,2,9,0.2222222222222222,"CF, RW"
A. Sheppela,Maryland College Park Terrapins,RAMF,Maryland College Park Terrapins - Brown Bears 2:1,30,9,19,0.47368421052631576,"CF, RW"
A. Sheppela,Maryland College Park Terrapins,"RCMF, RW",Maryland College Park Terrapins - Detroit Mercy Titans 5:2,63,16,32,0.5,"CF, RW"
A. Sheppela,Maryland College Park Terrapins,RAMF,Maryland College Park Terrapins - George Mason Patriots 2:0,18,2,8,0.25,"CF, RW"
A. Sheppela,Maryland College Park Terrapins,"CF, RW",Maryland College Park Terrapins - Georgetown Hoyas 0:2,31,18,26,0.6923076923076923,"CF, RW"
A. Sheppela,Maryland College Park Terrapins,0,Maryland College Park Terrapins - Michigan State Spartans 2:1,7,2,3,0.6666666666666666,"CF, RW"
A. Sheppela,Maryland College Park Terrapins,RAMF,Maryland College Park Terrapins - Ohio State Buckeyes 1:2,9,2,6,0.3333333333333333,"CF, RW"
A. Sheppela,Maryland College Park Terrapins,RW,Maryland College Park Terrapins - Penn State Nittany Lion 1:1,41,18,34,0.5294117647058824,"CF, RW"
A. Sheppela,Maryland College Park Terrapins,RAMF,Maryland College Park Terrapins - San Diego State Aztecs 1:1,42,10,20,0.5,"CF, RW"
A. Sheppela,Maryland College Park Terrapins,0,Maryland College Park Terrapins - UCLA Bruins 1:1,12,4,9,0.4444444444444444,"CF, RW"
A. Sheppela,Maryland College Park Terrapins,"CF, RAMF",Maryland College Park Terrapins - Wisconsin Badgers 3:0,25,3,11,0.2727272727272727,"CF, RW"
A. Sheppela,Maryland College Park Terrapins,RAMF,Michigan Wolverines - Maryland College Park Terrapins 2:0,40,9,14,0.6428571428571429,"CF, RW"
A. Sheppela,Maryland College Park Terrapins,RW,Rutgers Scarlet Knights - Maryland College Park Terrapins 3:1,14,5,8,0.625,"CF, RW"
A. Vovk,UCLA Bruins,CF,Maryland College Park Terrapins - UCLA Bruins 0:6,28,9,15,0.6,0
A. Vovk,UCLA Bruins,CF,Maryland College Park Terrapins - UCLA Bruins 1:1,20,3,11,0.2727272727272727,0
A. Vovk,UCLA Bruins,CF,Penn State Nittany Lion - UCLA Bruins 2:2,53,5,24,0.20833333333333334,0
A. Vovk,UCLA Bruins,CF,Rutgers Scarlet Knights - UCLA Bruins 0:3,42,7,17,0.4117647058823529,0
A. Vovk,UCLA Bruins,0,UCLA Bruins - Indiana Hoosiers 1:2,6,1,1,1.0,0
A. Vovk,UCLA Bruins,"CF, RB",UCLA Bruins - Michigan State Spartans 0:1,45,6,18,0.3333333333333333,0
A. Vovk,UCLA Bruins,"CF, LW",UCLA Bruins - Ohio State Buckeyes 2:1,46,9,28,0.32142857142857145,0
A. Vovk,UCLA Bruins,"CF, LW",UCLA Bruins - Washington Huskies 0:1,42,6,18,0.3333333333333333,0
A. Vovk,UCLA Bruins,CF,UCLA Bruins - Westmont Warriors 5:1,62,21,33,0.6363636363636364,0
A.Awujo,Villanova Wildcats,LAMF,Berkeley Golden Bears - Villanova Wildcats 1:1,64,13,27,0.48148148148148145,"RCMF, RW"
A.Awujo,Villanova Wildcats,"CF, RAMF",Butler Bulldogs - Villanova Wildcats 2:0,71,19,53,0.3584905660377358,"RCMF, RW"
A.Awujo,Villanova Wildcats,CF,Coastal Carolina Chanticleers - Villanova Wildcats 1:0,40,8,25,0.32,"RCMF, RW"
A.Awujo,Villanova Wildcats,CF,Creighton Bluejays - Villanova Wildcats 1:2,90,12,33,0.36363636363636365,"RCMF, RW"
A.Awujo,Villanova Wildcats,"CF, RDMF",DePaul Blue Demons - Villanova Wildcats 3:3,90,34,65,0.5230769230769231,"RCMF, RW"
A.Awujo,Villanova Wildcats,"RW, CF",Georgetown Hoyas - Villanova Wildcats 1:0,64,7,19,0.3684210526315789,"RCMF, RW"
A.Awujo,Villanova Wildcats,"RCMF3, RWF",Georgetown Hoyas - Villanova Wildcats 3:1,63,15,39,0.38461538461538464,"RCMF, RW"
A.Awujo,Villanova Wildcats,CF,Georgetown Hoyas - Villanova Wildcats 3:2 (E),54,9,35,0.2571428571428571,"RCMF, RW"
A.Awujo,Northwestern Wildcats,"RW, CF",Indiana Hoosiers - Northwestern Wildcats 6:1,48,9,24,0.375,"RCMF, RW"
A.Awujo,Villanova Wildcats,CF,Marquette Golden Eagles - Villanova Wildcats 0:1,28,9,18,0.5,"RCMF, RW"
A.Awujo,Northwestern Wildcats,RW,Michigan State Spartans - Northwestern Wildcats 1:0,45,10,21,0.47619047619047616,"RCMF, RW"
A.Awujo,Northwestern Wildcats,CF,Northwestern Wildcats - DePaul Blue Demons 2:1,51,11,26,0.4230769230769231,"RCMF, RW"
A.Awujo,Northwestern Wildcats,CF,Northwestern Wildcats - Drake Bulldogs 2:1,52,5,27,0.18518518518518517,"RCMF, RW"
A.Awujo,Northwestern Wildcats,CF,Northwestern Wildcats - Green Bay Phoenix 2:0,47,15,38,0.39473684210526316,"RCMF, RW"
A.Awujo,Northwestern Wildcats,CF,Northwestern Wildcats - Marquette Golden Eagles 1:0,48,6,23,0.2608695652173913,"RCMF, RW"
A.Awujo,Northwestern Wildcats,"RCMF, RW",Northwestern Wildcats - Maryland College Park Terrapins 1:2,42,19,31,0.6129032258064516,"RCMF, RW"
A.Awujo,Northwestern Wildcats,"RW, CF",Northwestern Wildcats - Michigan Wolverines 1:0,73,17,29,0.5862068965517241,"RCMF, RW"
A.Awujo,Northwestern Wildcats,"LWF, RWF",Northwestern Wildcats - Trine Thunder 4:0,49,26,45,0.5777777777777777,"RCMF, RW"
A.Awujo,Northwestern Wildcats,CF,Northwestern Wildcats - UCLA Bruins 0:1,73,17,38,0.4473684210526316,"RCMF, RW"
A.Awujo,Villanova Wildcats,RAMF,Northwestern Wildcats - Villanova Wildcats 0:2,63,23,60,0.38333333333333336,"RCMF, RW"
A.Awujo,Northwestern Wildcats,RW,Northwestern Wildcats - Wisconsin Badgers 0:0,68,18,45,0.4,"RCMF, RW"
A.Awujo,Villanova Wildcats,"LAMF, RAMF, CF",Notre Dame Fighting Irish - Villanova Wildcats 3:0,85,19,49,0.3877551020408163,"RCMF, RW"
A.Awujo,Northwestern Wildcats,RW,Ohio State Buckeyes - Northwestern Wildcats 2:0,75,12,28,0.42857142857142855,"RCMF, RW"
A.Awujo,Villanova Wildcats,LW,Penn State Nittany Lion - Villanova Wildcats 4:0,75,33,65,0.5076923076923077,"RCMF, RW"
A.Awujo,Villanova Wildcats,"LAMF, RAMF",Providence Friars - Villanova Wildcats 0:0,89,17,42,0.40476190476190477,"RCMF, RW"
A.Awujo,Villanova Wildcats,CF,Providence Friars - Villanova Wildcats 2:0,39,13,38,0.34210526315789475,"RCMF, RW"
A.Awujo,Northwestern Wildcats,"LWF, RAMF, RW",Rutgers Scarlet Knights - Northwestern Wildcats 1:2,72,24,48,0.5,"RCMF, RW"
A.Awujo,Villanova Wildcats,LW,Seton Hall Pirates - Villanova Wildcats 1:0,48,14,32,0.4375,"RCMF, RW"
A.Awujo,Villanova Wildcats,CF,Seton Hall Pirates - Villanova Wildcats 2:1,44,4,24,0.16666666666666666,"RCMF, RW"
A.Awujo,Villanova Wildcats,CF,St John's Red Storm - Villanova Wildcats 0:4,48,8,34,0.23529411764705882,"RCMF, RW"
A.Awujo,Villanova Wildcats,CF,Stanford Cardinal - Villanova Wildcats 1:0,71,22,58,0.3793103448275862,"RCMF, RW"
A.Awujo,Villanova Wildcats,RW,Temple Owls - Villanova Wildcats 1:2 (E),18,9,15,0.6,"RCMF, RW"
A.Awujo,Villanova Wildcats,"CF, RW",UCONN Huskies - Villanova Wildcats 0:1,104,19,63,0.30158730158730157,"RCMF, RW"
A.Awujo,Northwestern Wildcats,CF,UIC Flames - Northwestern Wildcats 0:1,59,14,41,0.34146341463414637,"RCMF, RW"
A.Awujo,Villanova Wildcats,"CF, LW, RW",Vermont Catamouts - Villanova Wildcats 0:1,78,21,44,0.4772727272727273,"RCMF, RW"
A.Awujo,Villanova Wildcats,RW,Villanova Wildcats - Albany Great Danes 0:1,69,22,49,0.4489795918367347,"RCMF, RW"
A.Awujo,Villanova Wildcats,"RW, CF",Villanova Wildcats - Butler Bulldogs 1:0,91,30,62,0.4838709677419355,"RCMF, RW"
A.Awujo,Villanova Wildcats,"CF, RW",Villanova Wildcats - Creighton Bluejays 2:4,95,22,53,0.41509433962264153,"RCMF, RW"
A.Awujo,Villanova Wildcats,RW,Villanova Wildcats - DePaul Blue Demons 2:3 (E),102,35,64,0.546875,"RCMF, RW"
A.Awujo,Villanova Wildcats,RW,Villanova Wildcats - Drexel Dragons 0:3,31,12,25,0.48,"RCMF, RW"
A.Awujo,Villanova Wildcats,LW,Villanova Wildcats - Georgetown Hoyas 0:3,72,14,35,0.4,"RCMF, RW"
A.Awujo,Villanova Wildcats,"LAMF, RAMF",Villanova Wildcats - Georgetown Hoyas 2:3,67,17,38,0.4473684210526316,"RCMF, RW"
A.Awujo,Villanova Wildcats,"RW, CF",Villanova Wildcats - Hartford Hawks 2:1,61,22,41,0.5365853658536586,"RCMF, RW"
A.Awujo,Villanova Wildcats,"CF, RW",Villanova Wildcats - La Salle Explorers 1:2,78,16,49,0.32653061224489793,"RCMF, RW"
A.Awujo,Villanova Wildcats,CF,Villanova Wildcats - Marquette Golden Eagles 1:0,57,11,27,0.4074074074074074,"RCMF, RW"
A.Awujo,Villanova Wildcats,CF,Villanova Wildcats - NJIT Highlanders 3:0,33,4,19,0.21052631578947367,"RCMF, RW"
A.Awujo,Villanova Wildcats,CF,Villanova Wildcats - Navy Midshipmen 1:0,55,5,22,0.22727272727272727,"RCMF, RW"
A.Awujo,Villanova Wildcats,CF,Villanova Wildcats - Penn State Nittany Lion 1:0,37,11,30,0.36666666666666664,"RCMF, RW"
A.Awujo,Villanova Wildcats,CF,Villanova Wildcats - Providence Friars 1:1,45,11,26,0.4230769230769231,"RCMF, RW"
A.Awujo,Villanova Wildcats,"CF, RW",Villanova Wildcats - Rider Broncs 2:0,51,7,33,0.21212121212121213,"RCMF, RW"
A.Awujo,Villanova Wildcats,RW,Villanova Wildcats - Seton Hall Pirates 1:0,96,23,56,0.4107142857142857,"RCMF, RW"
A.Awujo,Villanova Wildcats,CF,Villanova Wildcats - St John's Red Storm 0:1,58,25,65,0.38461538461538464,"RCMF, RW"
A.Awujo,Villanova Wildcats,CF,Villanova Wildcats - UCONN Huskies 0:1,27,1,10,0.1,"RCMF, RW"
A.Awujo,Villanova Wildcats,CF,Villanova Wildcats - UCONN Huskies University 4:1,78,22,58,0.3793103448275862,"RCMF, RW"
A.Awujo,Villanova Wildcats,CF,Villanova Wildcats - Xavier Musketeers 1:2,57,12,29,0.41379310344827586,"RCMF, RW"
A.Awujo,Villanova Wildcats,0,Villanova Wildcats - Yale Bulldogs 2:1,17,8,14,0.5714285714285714,"RCMF, RW"
A.Awujo,Northwestern Wildcats,CF,Washington Huskies - Northwestern Wildcats 2:0,66,10,21,0.47619047619047616,"RCMF, RW"
A.Awujo,Northwestern Wildcats,"RWF, CF",Western Michigan Broncos - Northwestern Wildcats 1:0,54,9,29,0.3103448275862069,"RCMF, RW"
A.Awujo,Villanova Wildcats,CF,Xavier Musketeers - Villanova Wildcats 0:1,75,21,46,0.45652173913043476,"RCMF, RW"
A.Awujo,Villanova Wildcats,"CF, RWF",Yale Bulldogs - Villanova Wildcats 1:0,45,10,25,0.4,"RCMF, RW"
B. Baldvinsson,Wisconsin Badgers,LB,Indiana Hoosiers - Wisconsin Badgers 0:0,93,26,53,0.49056603773584906,LB
B. Baldvinsson,Wisconsin Badgers,LB,Indiana Hoosiers - Wisconsin Badgers 2:1,103,49,84,0.5833333333333334,LB
B. Baldvinsson,Wisconsin Badgers,LB,Kentucky Wildcats - Wisconsin Badgers 0:1,101,48,99,0.48484848484848486,LB
B. Baldvinsson,Wisconsin Badgers,LB,Marquette Golden Eagles - Wisconsin Badgers 3:1,103,63,99,0.6363636363636364,LB
B. Baldvinsson,Wisconsin Badgers,LB,Maryland College Park Terrapins - Wisconsin Badgers 3:0,78,25,41,0.6097560975609756,LB
B. Baldvinsson,Wisconsin Badgers,LB,Michigan State Spartans - Wisconsin Badgers 2:0,90,44,60,0.7333333333333333,LB
B. Baldvinsson,Wisconsin Badgers,LB,Michigan Wolverines - Wisconsin Badgers 1:1,108,56,89,0.6292134831460674,LB
B. Baldvinsson,Wisconsin Badgers,LB,Northwestern Wildcats - Wisconsin Badgers 0:0,104,67,111,0.6036036036036037,LB
B. Baldvinsson,Wisconsin Badgers,LB,Rutgers Scarlet Knights - Wisconsin Badgers 2:1,108,53,80,0.6625,LB
B. Baldvinsson,Wisconsin Badgers,LB,UIC Flames - Wisconsin Badgers 2:0,101,40,70,0.5714285714285714,LB
B. Baldvinsson,Wisconsin Badgers,LB,Wisconsin Badgers - Bradley Braves 1:1,47,18,28,0.6428571428571429,LB
B. Baldvinsson,Wisconsin Badgers,LB,Wisconsin Badgers - Drake Bulldogs 2:0,104,50,89,0.5617977528089888,LB
B. Baldvinsson,Wisconsin Badgers,LB,Wisconsin Badgers - Drexel Dragons 4:0,105,37,69,0.5362318840579711,LB
