player_name,team,Position,Match,Minutes played,Successful Actions,Total Actions,Action Efficiency,Best Position
J. Suchecki,Maryland College Park Terrapins,0,Cornell Big Red - Maryland College Park Terrapins 2:1,11,3,7,0.42857142857142855,"DMF, LDMF"
J. Suchecki,Maryland College Park Terrapins,DMF,Indiana Hoosiers - Maryland College Park Terrapins 1:1,28,9,19,0.47368421052631576,"DMF, LDMF"
J. Suchecki,Maryland College Park Terrapins,"AMF, DMF",Indiana Hoosiers - Maryland College Park Terrapins 2:0,23,6,13,0.46153846153846156,"DMF, LDMF"
J. Suchecki,Northwestern Wildcats,"LCMF, RCMF",Indiana Hoosiers - Northwestern Wildcats 6:1,86,31,50,0.62,"DMF, LDMF"
J. Suchecki,Maryland College Park Terrapins,LDMF,Maryland College Park Terrapins - Charlotte 49ers 1:0,91,39,58,0.6724137931034483,"DMF, LDMF"
J. Suchecki,Maryland College Park Terrapins,DMF,Maryland College Park Terrapins - Delaware Blue Hens 4:1,73,26,38,0.6842105263157895,"DMF, LDMF"
J. Suchecki,Maryland College Park Terrapins,"DMF, LDMF",Maryland College Park Terrapins - Denver Pioneers 0:2,40,19,23,0.8260869565217391,"DMF, LDMF"
J. Suchecki,Maryland College Park Terrapins,"LCMF, RCMF",Maryland College Park Terrapins - Fairleigh Dickinson Knights 5:2,52,31,40,0.775,"DMF, LDMF"
J. Suchecki,Maryland College Park Terrapins,LDMF,Maryland College Park Terrapins - George Mason Patriots 2:0,35,20,31,0.6451612903225806,"DMF, LDMF"
J. Suchecki,Maryland College Park Terrapins,"LDMF, RDMF",Maryland College Park Terrapins - High Point Panthers 1:2,101,50,77,0.6493506493506493,"DMF, LDMF"
J. Suchecki,Maryland College Park Terrapins,LDMF,Maryland College Park Terrapins - Indiana Hoosiers 1:2,35,19,26,0.7307692307692307,"DMF, LDMF"
J. Suchecki,Maryland College Park Terrapins,LDMF,Maryland College Park Terrapins - Liberty Flames 1:1,105,47,70,0.6714285714285714,"DMF, LDMF"
J. Suchecki,Maryland College Park Terrapins,RCMF,Maryland College Park Terrapins - Michigan State Spartans 1:0,75,26,47,0.5531914893617021,"DMF, LDMF"
J. Suchecki,Maryland College Park Terrapins,"CF, RCMF",Maryland College Park Terrapins - Michigan Wolverines 2:2,42,16,26,0.6153846153846154,"DMF, LDMF"
J. Suchecki,Maryland College Park Terrapins,AMF,Maryland College Park Terrapins - Missouri State Bears 0:1,72,20,31,0.6451612903225806,"DMF, LDMF"
J. Suchecki,Maryland College Park Terrapins,LDMF,Maryland College Park Terrapins - Navy Midshipmen 3:0,64,30,51,0.5882352941176471,"DMF, LDMF"
J. Suchecki,Maryland College Park Terrapins,LDMF,Maryland College Park Terrapins - New Hampshire Wildcats 2:1,66,29,42,0.6904761904761905,"DMF, LDMF"
J. Suchecki,Maryland College Park Terrapins,AMF,Maryland College Park Terrapins - Northwestern Wildcats 1:0,32,9,22,0.4090909090909091,"DMF, LDMF"
J. Suchecki,Maryland College Park Terrapins,"LDMF, RDMF",Maryland College Park Terrapins - Ohio State Buckeyes 0:1,82,39,54,0.7222222222222222,"DMF, LDMF"
J. Suchecki,Maryland College Park Terrapins,RCMF3,Maryland College Park Terrapins - Ohio State Buckeyes 1:0,35,22,32,0.6875,"DMF, LDMF"
J. Suchecki,Maryland College Park Terrapins,"AMF, LDMF",Maryland College Park Terrapins - Old Dominion Monarchs 1:0,48,17,44,0.38636363636363635,"DMF, LDMF"
J. Suchecki,Maryland College Park Terrapins,AMF,Maryland College Park Terrapins - Penn State Nittany Lion 2:2,33,11,22,0.5,"DMF, LDMF"
J. Suchecki,Maryland College Park Terrapins,LDMF,Maryland College Park Terrapins - Penn State Nittany Lion 3:3,42,25,39,0.6410256410256411,"DMF, LDMF"
J. Suchecki,Maryland College Park Terrapins,"AMF, DMF, CF",Maryland College Park Terrapins - Rutgers Scarlet Knights (P) 1:1,44,33,45,0.7333333333333333,"DMF, LDMF"
J. Suchecki,Maryland College Park Terrapins,LDMF,Maryland College Park Terrapins - UMBC Retrievers 4:3,72,22,41,0.5365853658536586,"DMF, LDMF"
J. Suchecki,Maryland College Park Terrapins,"AMF, RDMF",Maryland College Park Terrapins - UNCG Spartans 2:0,84,27,41,0.6585365853658537,"DMF, LDMF"
J. Suchecki,Maryland College Park Terrapins,RCMF,Maryland College Park Terrapins - Villanova Wildcats 6:4,36,16,25,0.64,"DMF, LDMF"
J. Suchecki,Maryland College Park Terrapins,LDMF,Maryland College Park Terrapins - Virginia Cavaliers 6:1,94,38,61,0.6229508196721312,"DMF, LDMF"
J. Suchecki,Maryland College Park Terrapins,"AMF, RCMF",Maryland College Park Terrapins - Wake Forest Demon Deacon 0:0,82,26,44,0.5909090909090909,"DMF, LDMF"
J. Suchecki,Maryland College Park Terrapins,DMF,Maryland College Park Terrapins - Wisconsin Badgers 1:0,95,56,91,0.6153846153846154,"DMF, LDMF"
J. Suchecki,Maryland College Park Terrapins,LDMF,Maryland College Park Terrapins - Wisconsin Badgers 2:2,51,27,45,0.6,"DMF, LDMF"
J. Suchecki,Maryland College Park Terrapins,AMF,Michigan State Spartans - Maryland College Park Terrapins 2:2,29,8,15,0.5333333333333333,"DMF, LDMF"
J. Suchecki,Northwestern Wildcats,LCMF,Michigan State Spartans - Northwestern Wildcats 1:0,99,45,71,0.6338028169014085,"DMF, LDMF"
J. Suchecki,Maryland College Park Terrapins,LDMF,Michigan Wolverines - Maryland College Park Terrapins 1:2,65,41,68,0.6029411764705882,"DMF, LDMF"
J. Suchecki,Maryland College Park Terrapins,DMF,Michigan Wolverines - Maryland Terrapins 1:2,87,45,70,0.6428571428571429,"DMF, LDMF"
J. Suchecki,Northwestern Wildcats,"LCMF, LW, RCMF",Northwestern Wildcats - DePaul Blue Demons 2:1,55,12,21,0.5714285714285714,"DMF, LDMF"
J. Suchecki,Northwestern Wildcats,DMF,Northwestern Wildcats - Drake Bulldogs 2:1,53,12,28,0.42857142857142855,"DMF, LDMF"
J. Suchecki,Northwestern Wildcats,"LCMF, RCMF",Northwestern Wildcats - Green Bay Phoenix 2:0,34,14,26,0.5384615384615384,"DMF, LDMF"
J. Suchecki,Northwestern Wildcats,"LCMF, RCMF",Northwestern Wildcats - Marquette Golden Eagles 1:0,87,35,51,0.6862745098039216,"DMF, LDMF"
J. Suchecki,Maryland College Park Terrapins,"AMF, LDMF",Northwestern Wildcats - Maryland College Park Terrapins 1:1,91,44,66,0.6666666666666666,"DMF, LDMF"
J. Suchecki,Northwestern Wildcats,LCMF,Northwestern Wildcats - Maryland College Park Terrapins 1:2,113,58,82,0.7073170731707317,"DMF, LDMF"
J. Suchecki,Maryland College Park Terrapins,LAMF,Northwestern Wildcats - Maryland Terrapins 1:2,26,7,16,0.4375,"DMF, LDMF"
J. Suchecki,Northwestern Wildcats,DMF,Northwestern Wildcats - Trine Thunder 4:0,46,25,38,0.6578947368421053,"DMF, LDMF"
J. Suchecki,Northwestern Wildcats,RCMF,Northwestern Wildcats - UCLA Bruins 0:1,92,38,52,0.7307692307692307,"DMF, LDMF"
J. Suchecki,Northwestern Wildcats,LCMF,Northwestern Wildcats - Wisconsin Badgers 0:0,104,28,58,0.4827586206896552,"DMF, LDMF"
J. Suchecki,Maryland College Park Terrapins,"AMF, CF, RCMF",Ohio State Buckeyes - Maryland College Park Terrapins 4:1,70,21,37,0.5675675675675675,"DMF, LDMF"
J. Suchecki,Maryland College Park Terrapins,LDMF,Penn State Nittany Lion - Maryland Terrapins 3:2,81,40,59,0.6779661016949152,"DMF, LDMF"
J. Suchecki,Maryland College Park Terrapins,"AMF, LAMF",Rutgers Scarlet Knights - Maryland College Park Terrapins 2:3,46,8,22,0.36363636363636365,"DMF, LDMF"
J. Suchecki,Northwestern Wildcats,"DMF, LCMF, LDMF",Rutgers Scarlet Knights - Northwestern Wildcats 1:2,102,43,68,0.6323529411764706,"DMF, LDMF"
J. Suchecki,Northwestern Wildcats,RCMF,UIC Flames - Northwestern Wildcats 0:1,87,27,50,0.54,"DMF, LDMF"
J. Suchecki,Maryland College Park Terrapins,AMF,Virginia Cavaliers - Maryland College Park Terrapins 2:1,34,4,11,0.36363636363636365,"DMF, LDMF"
J. Suchecki,Northwestern Wildcats,"LCMF, LW",Washington Huskies - Northwestern Wildcats 2:0,68,25,40,0.625,"DMF, LDMF"
J. Suchecki,Northwestern Wildcats,"LCMF, LCMF3, RCMF",Western Michigan Broncos - Northwestern Wildcats 1:0,80,27,42,0.6428571428571429,"DMF, LDMF"
J. Van Deventer,Northwestern Wildcats,AMF,DePaul Blue Demons - Northwestern Wildcats 1:1,49,15,35,0.42857142857142855,LDMF
J. Van Deventer,Northwestern Wildcats,LCMF3,FGCU Eagles - Northwestern Wildcats 1:0,21,2,5,0.4,LDMF
J. Van Deventer,Northwestern Wildcats,LDMF,Indiana Hoosiers - Northwestern Wildcats 4:1,29,10,11,0.9090909090909091,LDMF
J. Van Deventer,Northwestern Wildcats,LW,Indiana Hoosiers - Northwestern Wildcats 6:1,48,13,23,0.5652173913043478,LDMF
J. Van Deventer,Northwestern Wildcats,0,Maryland College Park Terrapins - Northwestern Wildcats 0:2,17,7,16,0.4375,LDMF
J. Van Deventer,Northwestern Wildcats,"LDMF, RAMF",Maryland College Park Terrapins - Northwestern Wildcats 1:0,73,18,36,0.5,LDMF
J. Van Deventer,Northwestern Wildcats,"LW, CF",Michigan State Spartans - Northwestern Wildcats 1:0,41,13,19,0.6842105263157895,LDMF
J. Van Deventer,Northwestern Wildcats,RAMF,Michigan State Spartans - Northwestern Wildcats 1:2,51,17,28,0.6071428571428571,LDMF
J. Van Deventer,Northwestern Wildcats,"LW, RW",Michigan Wolverines - Northwestern Wildcats 3:0,62,29,56,0.5178571428571429,LDMF
J. Van Deventer,Northwestern Wildcats,"AMF, LAMF",Milwaukee Panthers - Northwestern Wildcats 1:2,47,16,31,0.5161290322580645,LDMF
J. Van Deventer,Northwestern Wildcats,RAMF,Northern Illinois Huskies - Northwestern Wildcats 1:3,19,8,11,0.7272727272727273,LDMF
J. Van Deventer,Northwestern Wildcats,LCMF,Northwestern Wildcats - Chicago State Cougars 3:3,13,2,7,0.2857142857142857,LDMF
J. Van Deventer,Northwestern Wildcats,"LW, RCMF",Northwestern Wildcats - DePaul Blue Demons 2:1,44,19,41,0.4634146341463415,LDMF
J. Van Deventer,Northwestern Wildcats,"LCMF3, RCMF3, CF",Northwestern Wildcats - Drake Bulldogs 2:1,70,21,39,0.5384615384615384,LDMF
J. Van Deventer,Northwestern Wildcats,AMF,Northwestern Wildcats - Green Bay Phoenix 0:0,70,21,42,0.5,LDMF
J. Van Deventer,Northwestern Wildcats,"CF, LW",Northwestern Wildcats - Green Bay Phoenix 2:0,52,21,29,0.7241379310344828,LDMF
J. Van Deventer,Northwestern Wildcats,DMF,Northwestern Wildcats - HBU Huskies 2:1,67,25,38,0.6578947368421053,LDMF
J. Van Deventer,Northwestern Wildcats,RW,Northwestern Wildcats - Indiana Hoosiers 1:0,46,11,21,0.5238095238095238,LDMF
J. Van Deventer,Northwestern Wildcats,LCMF,Northwestern Wildcats - Loyola Chicago Ramblers 0:0,63,34,45,0.7555555555555555,LDMF
J. Van Deventer,Northwestern Wildcats,LW,Northwestern Wildcats - Marquette Golden Eagles 1:0,52,16,31,0.5161290322580645,LDMF
J. Van Deventer,Northwestern Wildcats,RW,Northwestern Wildcats - Maryland College Park Terrapins 1:1,74,27,45,0.6,LDMF
J. Van Deventer,Northwestern Wildcats,LW,Northwestern Wildcats - Maryland College Park Terrapins 1:2,65,23,38,0.6052631578947368,LDMF
J. Van Deventer,Northwestern Wildcats,RW,Northwestern Wildcats - Michigan State Spartans 1:2,76,25,43,0.5813953488372093,LDMF
J. Van Deventer,Northwestern Wildcats,RW,Northwestern Wildcats - Michigan Wolverines 0:1,67,29,50,0.58,LDMF
J. Van Deventer,Northwestern Wildcats,CF,Northwestern Wildcats - Michigan Wolverines 1:0,79,24,38,0.631578947368421,LDMF
J. Van Deventer,Northwestern Wildcats,RDMF,Northwestern Wildcats - Michigan Wolverines 1:3,28,11,17,0.6470588235294118,LDMF
J. Van Deventer,Northwestern Wildcats,RAMF,Northwestern Wildcats - Milwaukee Panthers 1:1,57,32,52,0.6153846153846154,LDMF
J. Van Deventer,Northwestern Wildcats,AMF,Northwestern Wildcats - NJIT Highlanders 1:0,43,17,30,0.5666666666666667,LDMF
J. Van Deventer,Northwestern Wildcats,AMF,Northwestern Wildcats - Northern Illinois Huskies 2:1,47,21,34,0.6176470588235294,LDMF
J. Van Deventer,Northwestern Wildcats,RAMF,Northwestern Wildcats - Ohio State Buckeyes 4:2,47,10,19,0.5263157894736842,LDMF
J. Van Deventer,Northwestern Wildcats,0,Northwestern Wildcats - Penn State Nittany Lion 2:2,38,19,30,0.6333333333333333,LDMF
J. Van Deventer,Northwestern Wildcats,"AMF, RAMF",Northwestern Wildcats - Rutgers Scarlet Knights 2:0,46,24,40,0.6,LDMF
J. Van Deventer,Northwestern Wildcats,RW,Northwestern Wildcats - St. Thomas Tommies 2:1,62,17,40,0.425,LDMF
J. Van Deventer,Northwestern Wildcats,LCMF3,Northwestern Wildcats - Trine Thunder 4:0,58,31,45,0.6888888888888889,LDMF
J. Van Deventer,Northwestern Wildcats,RCMF,Northwestern Wildcats - UC Riverside Highlanders 2:0,40,15,18,0.8333333333333334,LDMF
J. Van Deventer,Northwestern Wildcats,LW,Northwestern Wildcats - UCLA Bruins 0:1,46,19,24,0.7916666666666666,LDMF
J. Van Deventer,Northwestern Wildcats,AMF,Northwestern Wildcats - UIC Flames 4:1,60,24,53,0.4528301886792453,LDMF
J. Van Deventer,Northwestern Wildcats,"LCMF3, RCMF3, RWF",Northwestern Wildcats - Western Michigan Broncos 0:3,49,8,17,0.47058823529411764,LDMF
J. Van Deventer,Northwestern Wildcats,CF,Northwestern Wildcats - Wisconsin Badgers 0:0,57,15,28,0.5357142857142857,LDMF
J. Van Deventer,Northwestern Wildcats,RAMF,Northwestern Wildcats - Wisconsin Badgers 0:1,54,13,35,0.37142857142857144,LDMF
J. Van Deventer,Northwestern Wildcats,CF,Ohio State Buckeyes - Northwestern Wildcats 2:0,48,8,17,0.47058823529411764,LDMF
J. Van Deventer,Northwestern Wildcats,RAMF,Ohio State Buckeyes - Northwestern Wildcats 2:1,42,16,37,0.43243243243243246,LDMF
J. Van Deventer,Northwestern Wildcats,AMF,Penn State Nittany Lion - Northwestern Wildcats 2:1,42,22,43,0.5116279069767442,LDMF
J. Van Deventer,Northwestern Wildcats,"AMF, LCMF3",Rutgers Scarlet Knights - Northwestern Wildcats 1:2,47,16,26,0.6153846153846154,LDMF
J. Van Deventer,Northwestern Wildcats,RCMF,Rutgers Scarlet Knights - Northwestern Wildcats 4:2,38,15,24,0.625,LDMF
J. Van Deventer,Northwestern Wildcats,"CF, LCMF, RCMF",UIC Flames - Northwestern Wildcats 0:1,34,9,12,0.75,LDMF
J. Van Deventer,Northwestern Wildcats,"LCMF, LW",Washington Huskies - Northwestern Wildcats 2:0,39,12,20,0.6,LDMF
J. Van Deventer,Northwestern Wildcats,RCMF,Western Michigan Broncos - Northwestern Wildcats 1:0,32,5,7,0.7142857142857143,LDMF
J. Van Deventer,Northwestern Wildcats,RAMF,Wisconsin Badgers - Northwestern Wildcats 2:2,49,15,31,0.4838709677419355,LDMF
J. Wagoner,Indiana Hoosiers,RCMF,Butler Bulldogs - Indiana Hoosiers 1:1,53,18,21,0.8571428571428571,LCMF3
J. Wagoner,Indiana Hoosiers,RCMF,Butler Bulldogs - Indiana Hoosiers 1:2,26,8,14,0.5714285714285714,LCMF3
J. Wagoner,Indiana Hoosiers,RCMF,Evansville Purple Aces - Indiana Hoosiers 1:1,99,48,68,0.7058823529411765,LCMF3
J. Wagoner,Indiana Hoosiers,CF,Indiana Hoosiers - Akron Zips 2:0,17,5,6,0.8333333333333334,LCMF3
J. Wagoner,Indiana Hoosiers,RCMF,Indiana Hoosiers - Butler Bulldogs 1:0,80,28,41,0.6829268292682927,LCMF3
J. Wagoner,Indiana Hoosiers,RCMF,Indiana Hoosiers - Butler Bulldogs 2:0,90,52,86,0.6046511627906976,LCMF3
J. Wagoner,Indiana Hoosiers,RCMF,Indiana Hoosiers - Dayton Flyers 0:2,89,35,57,0.6140350877192983,LCMF3
J. Wagoner,Indiana Hoosiers,RCMF,Indiana Hoosiers - DePaul Blue Demons 2:0,81,48,66,0.7272727272727273,LCMF3
J. Wagoner,Indiana Hoosiers,RCMF,Indiana Hoosiers - Evansville Purple Aces 1:1,93,44,62,0.7096774193548387,LCMF3
J. Wagoner,Indiana Hoosiers,AMF,Indiana Hoosiers - Evansville Purple Aces 2:0,43,13,22,0.5909090909090909,LCMF3
J. Wagoner,Indiana Hoosiers,RDMF,Indiana Hoosiers - Kentucky Wildcats 0:3,91,47,61,0.7704918032786885,LCMF3
J. Wagoner,Indiana Hoosiers,LCMF,Indiana Hoosiers - Kentucky Wildcats 3:2,99,54,82,0.6585365853658537,LCMF3
J. Wagoner,Indiana Hoosiers,RCMF,Indiana Hoosiers - Marshall Thundering Herd 1:0,89,34,52,0.6538461538461539,LCMF3
J. Wagoner,Indiana Hoosiers,LCMF,Indiana Hoosiers - Maryland College Park Terrapins 0:1,82,35,51,0.6862745098039216,LCMF3
J. Wagoner,Indiana Hoosiers,"RCMF, RDMF",Indiana Hoosiers - Maryland College Park Terrapins 1:1,88,32,48,0.6666666666666666,LCMF3
J. Wagoner,Indiana Hoosiers,0,Indiana Hoosiers - Michigan State Spartans 1:1,11,9,10,0.9,LCMF3
J. Wagoner,Indiana Hoosiers,RCMF,Indiana Hoosiers - Michigan State Spartans 3:1,109,55,85,0.6470588235294118,LCMF3
J. Wagoner,Indiana Hoosiers,RCMF,Indiana Hoosiers - Michigan Wolverines 0:0,86,43,56,0.7678571428571429,LCMF3
J. Wagoner,Indiana Hoosiers,CF,Indiana Hoosiers - Michigan Wolverines 4:3,29,6,8,0.75,LCMF3
J. Wagoner,Indiana Hoosiers,0,Indiana Hoosiers - Northwestern Wildcats 4:1,16,10,14,0.7142857142857143,LCMF3
J. Wagoner,Indiana Hoosiers,"LCMF, RCMF",Indiana Hoosiers - Northwestern Wildcats 6:1,98,36,58,0.6206896551724138,LCMF3
J. Wagoner,Indiana Hoosiers,RCMF,Indiana Hoosiers - Notre Dame Fighting Irish 1:0,46,23,36,0.6388888888888888,LCMF3
J. Wagoner,Indiana Hoosiers,LCMF3,Indiana Hoosiers - Notre Dame Fighting Irish 2:2,76,37,48,0.7708333333333334,LCMF3
J. Wagoner,Indiana Hoosiers,RCMF,Indiana Hoosiers - Ohio State Buckeyes 2:1,65,13,24,0.5416666666666666,LCMF3
J. Wagoner,Indiana Hoosiers,CF,Indiana Hoosiers - Penn State Nittany Lion 1:0,22,4,10,0.4,LCMF3
J. Wagoner,Indiana Hoosiers,RCMF,Indiana Hoosiers - Penn State Nittany Lion 1:0,103,67,84,0.7976190476190477,LCMF3
J. Wagoner,Indiana Hoosiers,LCMF,Indiana Hoosiers - Penn State Nittany Lion 2:0,68,27,38,0.7105263157894737,LCMF3
J. Wagoner,Indiana Hoosiers,RDMF,Indiana Hoosiers - Penn State Nittany Lion 4:2,96,46,71,0.647887323943662,LCMF3
J. Wagoner,Indiana Hoosiers,RCMF,Indiana Hoosiers - Pittsburgh Panthers 2:0,90,37,50,0.74,LCMF3
J. Wagoner,Indiana Hoosiers,LCMF,Indiana Hoosiers - Portland Pilots 3:3,30,15,25,0.6,LCMF3
J. Wagoner,Indiana Hoosiers,RCMF,Indiana Hoosiers - Rutgers Scarlet Knights 1:3,91,42,64,0.65625,LCMF3
J. Wagoner,Indiana Hoosiers,CF,Indiana Hoosiers - Rutgers Scarlet Knights 4:1,10,2,4,0.5,LCMF3
J. Wagoner,Indiana Hoosiers,RDMF,Indiana Hoosiers - Saint Louis Billikens 1:0,32,17,27,0.6296296296296297,LCMF3
J. Wagoner,Indiana Hoosiers,"LCMF, RCMF",Indiana Hoosiers - Seton Hall Pirates 1:0,89,53,66,0.803030303030303,LCMF3
J. Wagoner,Indiana Hoosiers,"LCMF, RCMF",Indiana Hoosiers - St John's Red Storm 1:0,51,26,45,0.5777777777777777,LCMF3
J. Wagoner,Indiana Hoosiers,"LCMF, RCMF",Indiana Hoosiers - Trine Thunder 2:0,66,38,54,0.7037037037037037,LCMF3
J. Wagoner,Indiana Hoosiers,LCMF,Indiana Hoosiers - Washington Huskies 0:1,91,31,48,0.6458333333333334,LCMF3
J. Wagoner,Indiana Hoosiers,"LCMF, LDMF",Indiana Hoosiers - Washington Huskies 2:2,103,54,77,0.7012987012987013,LCMF3
J. Wagoner,Indiana Hoosiers,"RCMF, RDMF",Indiana Hoosiers - Wisconsin Badgers 0:0,77,50,70,0.7142857142857143,LCMF3
J. Wagoner,Indiana Hoosiers,CF,Indiana Hoosiers - Wisconsin Badgers 2:1,40,9,23,0.391304347826087,LCMF3
J. Wagoner,Indiana Hoosiers,RDMF,Indiana Hoosiers - Yale Bulldogs 2:0,53,14,23,0.6086956521739131,LCMF3
J. Wagoner,Indiana Hoosiers,RCMF,Kentucky Wildcats - Indiana Hoosiers 1:1,72,30,46,0.6521739130434783,LCMF3
J. Wagoner,Indiana Hoosiers,RCMF,Maryland College Park Terrapins - Indiana Hoosiers 1:2,97,28,43,0.6511627906976745,LCMF3
J. Wagoner,Indiana Hoosiers,RCMF,Maryland College Park Terrapins - Indiana Hoosiers 1:2,100,39,60,0.65,LCMF3
J. Wagoner,Indiana Hoosiers,RCMF,Michigan State Spartans - Indiana Hoosiers 2:1,69,26,49,0.5306122448979592,LCMF3
J. Wagoner,Indiana Hoosiers,"LCMF, RCMF3",Michigan Wolverines - Indiana Hoosiers 0:5,77,18,34,0.5294117647058824,LCMF3
J. Wagoner,Indiana Hoosiers,LDMF,Michigan Wolverines - Indiana Hoosiers 2:2,49,40,49,0.8163265306122449,LCMF3
J. Wagoner,Indiana Hoosiers,RCMF,Notre Dame Fighting Irish - Indiana Hoosiers 1:1,64,26,37,0.7027027027027027,LCMF3
J. Wagoner,Indiana Hoosiers,LDMF,Ohio State Buckeyes - Indiana Hoosiers 2:1,15,10,18,0.5555555555555556,LCMF3
J. Wagoner,Indiana Hoosiers,"CF, RCMF3",Ohio State Buckeyes - Indiana Hoosiers 2:2,57,18,33,0.5454545454545454,LCMF3
J. Wagoner,Indiana Hoosiers,RW,Penn State Nittany Lion - Indiana Hoosiers 1:2,16,10,20,0.5,LCMF3
J. Wagoner,Indiana Hoosiers,"LCMF, RCMF",Rutgers Scarlet Knights - Indiana Hoosiers 0:1,71,44,61,0.7213114754098361,LCMF3
J. Wagoner,Indiana Hoosiers,RCMF,Rutgers Scarlet Knights - Indiana Hoosiers 2:2,55,29,41,0.7073170731707317,LCMF3
J. Wagoner,Indiana Hoosiers,RCMF,Saint Louis Billikens - Indiana Hoosiers 2:0,32,10,19,0.5263157894736842,LCMF3
J. Wagoner,Indiana Hoosiers,RCMF,Syracuse Orange - Indiana Hoosiers (P) 2:2,126,50,77,0.6493506493506493,LCMF3
J. Wagoner,Indiana Hoosiers,"RCMF, RCMF3",UCLA Bruins - Indiana Hoosiers 1:2,97,29,52,0.5576923076923077,LCMF3
J. Wagoner,Indiana Hoosiers,"LDMF, RCMF",UNCG Spartans - Indiana Hoosiers 0:2,83,34,52,0.6538461538461539,LCMF3
J. Wagoner,Indiana Hoosiers,RCMF,USF Bulls - Indiana Hoosiers 1:0,36,9,14,0.6428571428571429,LCMF3
J. Wagoner,Indiana Hoosiers,0,Virginia Cavaliers - Indiana Hoosiers 0:1,21,8,13,0.6153846153846154,LCMF3
J. Wagoner,Indiana Hoosiers,"LWF, RCMF3",Wisconsin Badgers - Indiana Hoosiers 2:3,55,12,29,0.41379310344827586,LCMF3
J. Weiss,Northwestern Wildcats,"RW, CF",Bucknell Bison - Colgate Raiders 0:0,95,30,72,0.4166666666666667,LW
J. Weiss,Northwestern Wildcats,CF,Colgate Raiders - Army West Point Black Knights 1:0 (E),53,14,29,0.4827586206896552,LW
J. Weiss,Northwestern Wildcats,CF,Colgate Raiders - Boston Terriers 0:3,75,21,61,0.3442622950819672,LW
J. Weiss,Northwestern Wildcats,CF,DePaul Blue Demons - Northwestern Wildcats 1:1,81,16,48,0.3333333333333333,LW
J. Weiss,Northwestern Wildcats,"CF, LWF",FGCU Eagles - Northwestern Wildcats 1:0,83,18,38,0.47368421052631576,LW
J. Weiss,Indiana Hoosiers,CF,Indiana Hoosiers - Evansville Purple Aces 1:1,47,9,20,0.45,LW
J. Weiss,Indiana Hoosiers,CF,Indiana Hoosiers - Kentucky Wildcats 3:2,65,12,39,0.3076923076923077,LW
J. Weiss,Indiana Hoosiers,CF,Indiana Hoosiers - Maryland College Park Terrapins 0:1,104,8,30,0.26666666666666666,LW
J. Weiss,Indiana Hoosiers,CF,Indiana Hoosiers - Michigan State Spartans 3:1,82,16,45,0.35555555555555557,LW
J. Weiss,Northwestern Wildcats,CF,Indiana Hoosiers - Northwestern Wildcats 1:0 (E),83,19,58,0.3275862068965517,LW
J. Weiss,Northwestern Wildcats,"CF, LAMF",Indiana Hoosiers - Northwestern Wildcats 4:1,95,28,68,0.4117647058823529,LW
J. Weiss,Indiana Hoosiers,CF,Indiana Hoosiers - Northwestern Wildcats 6:1,93,22,38,0.5789473684210527,LW
J. Weiss,Indiana Hoosiers,RWF,Indiana Hoosiers - Notre Dame Fighting Irish 2:2,100,22,45,0.4888888888888889,LW
J. Weiss,Indiana Hoosiers,CF,Indiana Hoosiers - Penn State Nittany Lion 2:0,87,23,49,0.46938775510204084,LW
J. Weiss,Indiana Hoosiers,CF,Indiana Hoosiers - Washington Huskies 2:2,103,35,70,0.5,LW
J. Weiss,Indiana Hoosiers,CF,Indiana Hoosiers - Yale Bulldogs 2:0,42,10,22,0.45454545454545453,LW
J. Weiss,Northwestern Wildcats,CF,Lafayette Leopards - Colgate Raiders 2:1,71,15,42,0.35714285714285715,LW
J. Weiss,Northwestern Wildcats,CF,Loyola Chicago Ramblers - Northwestern Wildcats 0:1,80,20,55,0.36363636363636365,LW
J. Weiss,Northwestern Wildcats,CF,Maryland College Park Terrapins - Northwestern Wildcats 0:0 (P),111,28,74,0.3783783783783784,LW
J. Weiss,Northwestern Wildcats,"LAMF, LW",Maryland College Park Terrapins - Northwestern Wildcats 0:2,74,12,44,0.2727272727272727,LW
J. Weiss,Northwestern Wildcats,CF,Maryland College Park Terrapins - Northwestern Wildcats 1:0,50,4,20,0.2,LW
J. Weiss,Northwestern Wildcats,CF,Maryland College Park Terrapins - Northwestern Wildcats 3:1,95,20,44,0.45454545454545453,LW
J. Weiss,Northwestern Wildcats,CF,Michigan State Spartans - Northwestern Wildcats 1:3,62,20,47,0.425531914893617,LW
J. Weiss,Indiana Hoosiers,CF,Michigan Wolverines - Indiana Hoosiers 0:5,88,26,60,0.43333333333333335,LW
J. Weiss,Northwestern Wildcats,CF,Michigan Wolverines - Northwestern Wildcats 3:0,93,28,62,0.45161290322580644,LW
J. Weiss,Northwestern Wildcats,CF,Michigan Wolverines - Northwestern Wildcats 3:1,72,21,58,0.3620689655172414,LW
J. Weiss,Northwestern Wildcats,CF,Milwaukee Panthers - Northwestern Wildcats 1:2,89,32,62,0.5161290322580645,LW
J. Weiss,Northwestern Wildcats,"LAMF, LW",Navy Midshipmen - Colgate Raiders 2:1,34,7,20,0.35,LW
J. Weiss,Northwestern Wildcats,CF,Northwestern Wildcats - Chicago State Cougars 3:3,109,27,67,0.40298507462686567,LW
J. Weiss,Northwestern Wildcats,CF,Northwestern Wildcats - DePaul Blue Demons 2:0,56,18,44,0.4090909090909091,LW
